"ParentTypesPair","First","Second","URL","FileName"
"EnhancedForStatement:MethodDeclaration","Block [7019,8646]","Block [7435,9486]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf","src/frontend/org/voltdb/importclient/kafka/KafkaStreamImporter.java"
"MethodDeclaration:TryStatement","Block [29173,29521]","Block [29518,29829]","https://github.com/apache/commons-lang/commit/d9a2c69a9d1db6072e1d7b7ea4fcbd5c15d20b5d","src/test/java/org/apache/commons/lang3/time/DateUtilsTest.java"
"MethodDeclaration:WhileStatement","Block [8335,8994]","Block [8224,8855]","https://github.com/brianfrankcooper/YCSB/commit/0b024834549c53512ef18bce89f60ef9225d4819","core/src/main/java/com/yahoo/ycsb/Client.java"
"MethodDeclaration:TryStatement","Block [3121,5274]","Block [3620,5805]","https://github.com/fabric8io/fabric8/commit/9e61a71540da58c3208fd2c7737f793c3f81e5ae","fabric8-maven-plugin/src/main/java/io/fabric8/maven/CreateGogsWebhook.java"
"MethodDeclaration:TryStatement","Block [9245,9872]","Block [8444,8979]","https://github.com/facebook/buck/commit/f26d234e8d3458f34454583c22e3bd5f4b2a5da8","src/com/facebook/buck/android/AdbHelper.java"
"IfStatement:MethodDeclaration","Block [54481,54524]","Block [54517,54566]","https://github.com/infinispan/infinispan/commit/03573a655bcbb77f7a76d8e22d851cc22796b4f8","core/src/main/java/org/infinispan/notifications/cachelistener/CacheNotifierImpl.java"
"IfStatement:MethodDeclaration","Block [20482,21697]","Block [40495,41378]","https://github.com/jOOQ/jOOQ/commit/58a4e74d28073e7c6f15d1f225ac1c2fd9aa4357","jOOQ/src/main/java/org/jooq/tools/Convert.java"
"MethodDeclaration:TryStatement","Block [6502,6596]","Block [6559,6725]","https://github.com/junit-team/junit5/commit/6b575f2ee5f02288a774ff0a85ce3a3e3cb6946f","junit5-engine/src/main/java/org/junit/gen5/engine/junit5/descriptor/ClassTestDescriptor.java"
"EnhancedForStatement:MethodDeclaration","Block [6889,7020]","Block [6868,7037]","https://github.com/junit-team/junit5/commit/6b575f2ee5f02288a774ff0a85ce3a3e3cb6946f","junit5-engine/src/main/java/org/junit/gen5/engine/junit5/descriptor/ClassTestDescriptor.java"
"IfStatement:MethodDeclaration","Block [147783,147967]","Block [150487,150680]","https://github.com/k9mail/k-9/commit/9d44f0e06232661259681d64002dd53c7c43099d","k9mail/src/main/java/com/fsck/k9/controller/MessagingController.java"
"IfStatement:MethodDeclaration","Block [12158,14823]","Block [8292,10819]","https://github.com/languagetool-org/languagetool/commit/01cddc5afb590b4d36cb784637a8ea8aa31d3561","languagetool-gui-commons/src/main/java/org/languagetool/gui/ConfigurationDialog.java"
"IfStatement:MethodDeclaration","Block [2340,2744]","Block [1760,2272]","https://github.com/lealone/Lealone/commit/7a2e0ae5f6172cbe34f9bc4a5cde666314ff75dd","lealone-sql/src/main/java/org/lealone/command/ddl/CreateUser.java"
"IfStatement:MethodDeclaration","Block [1661,1955]","Block [4270,4528]","https://github.com/netty/netty/commit/9d347ffb91f34933edb7b1124f6b70c3fc52e220","common/src/main/java/io/netty/util/internal/AppendableCharSequence.java"
"IfStatement:MethodDeclaration","Block [14145,14935]","Block [14745,15429]","https://github.com/osmandapp/Osmand/commit/c45b9e6615181b7d8f4d7b5b1cc141169081c02c","OsmAnd/src/net/osmand/plus/views/RouteLayer.java"
"IfStatement:MethodDeclaration","Block [3832,5795]","Block [4794,6490]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/sorts/timing/SortsTiming.java"
"EnhancedForStatement:MethodDeclaration","Block [6665,7155]","Block [9360,9874]","https://github.com/restlet/restlet-framework-java/commit/7ffe37983e2f09637b0c84d526a2f824de652de4","modules/org.restlet.ext.apispark/src/org/restlet/ext/apispark/internal/conversion/swagger/v2_0/Swagger2Reader.java"
"IfStatement:MethodDeclaration","Block [15139,16248]","Block [15548,16351]","https://github.com/robovm/robovm/commit/7837d0baf1aef45340eec699516a8c3a22aeb553","compiler/src/main/java/org/robovm/compiler/target/ios/IOSTarget.java"
"IfStatement:MethodDeclaration","Block [25937,26884]","Block [27976,28611]","https://github.com/spotify/helios/commit/3ffd70929c08be5cf14f156189e8050969caa87e","helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java"
"IfStatement:MethodDeclaration","Block [2039,2608]","Block [3511,4052]","https://github.com/spring-projects/spring-boot/commit/1cfc6f64f64353bc5530a8ce8cdacfc3eba3e7b2","spring-boot/src/main/java/org/springframework/boot/orm/jpa/EntityScanRegistrar.java"
"IfStatement:MethodDeclaration","Block [7896,8008]","Block [8856,8997]","https://github.com/spring-projects/spring-boot/commit/20d39f7af2165c67d5221f556f58820c992d2cc6","spring-boot/src/main/java/org/springframework/boot/cloudfoundry/VcapApplicationListener.java"
"IfStatement:MethodDeclaration","Block [5264,5369]","Block [3323,3416]","https://github.com/spring-projects/spring-security/commit/fcc9a34356817d93c24b5ccf3107ec234a28b136","web/src/main/java/org/springframework/security/web/context/SaveContextOnUpdateOrErrorResponseWrapper.java"
"IfStatement:MethodDeclaration","Block [7432,8875]","Block [11802,13041]","https://github.com/wildfly/wildfly/commit/d7675fb0b19d3d22978e79954f441eeefd74a3b2","ejb3/src/main/java/org/jboss/as/ejb3/deployment/processors/merging/MethodPermissionsMergingProcessor.java"
"IfStatement:MethodDeclaration","Block [9125,12400]","Block [8792,11671]","https://github.com/wildfly/wildfly/commit/d7675fb0b19d3d22978e79954f441eeefd74a3b2","ejb3/src/main/java/org/jboss/as/ejb3/deployment/processors/merging/MethodPermissionsMergingProcessor.java"
"MethodDeclaration:TryStatement","Block [2308,2379]","Block [2571,2605]","https://github.com/zeromq/jeromq/commit/02d3fa171d02c9d82c7bdcaeb739f47d0c0006a0","src/main/java/zmq/Signaler.java"
"MethodDeclaration:TryStatement","Block [16720,16784]","Block [16793,16909]","Cli/21","src_java_org_apache_commons_cli2_option_GroupImpl.java"
"MethodDeclaration:TryStatement","Block [8178,8530]","Block [8672,9180]","Cli/21","src_java_org_apache_commons_cli2_commandline_WriteableCommandLineImpl.java"
"IfStatement:MethodDeclaration","Block [6435,6531]","Block [6580,6652]","Cli/22","src_java_org_apache_commons_cli_PosixParser.java"
"IfStatement:MethodDeclaration","Block [6479,6508]","Block [6449,6527]","Closure/106","src_com_google_javascript_rhino_JSDocInfoBuilder.java"
"IfStatement:MethodDeclaration","Block [61249,61293]","Block [61334,61387]","Closure/109","src_com_google_javascript_jscomp_parsing_JsDocInfoParser.java"
"IfStatement:MethodDeclaration","Block [12118,12547]","Block [12643,13082]","Closure/137","src_com_google_javascript_jscomp_MakeDeclaredNamesUnique.java"
"IfStatement:MethodDeclaration","Block [6901,7662]","Block [6828,7713]","Closure/138","src_com_google_javascript_jscomp_ClosureReverseAbstractInterpreter.java"
"IfStatement:MethodDeclaration","Block [6286,6855]","Block [6347,6824]","Closure/141","src_com_google_javascript_jscomp_PureFunctionIdentifier.java"
"IfStatement:MethodDeclaration","Block [20858,21223]","Block [21550,21630]","Closure/145","src_com_google_javascript_jscomp_CodeGenerator.java"
"IfStatement:MethodDeclaration","Block [13716,13843]","Block [13437,13578]","Closure/148","src_com_google_javascript_jscomp_SourceMap.java"
"IfStatement:MethodDeclaration","Block [13515,13574]","Block [13016,13081]","Closure/148","src_com_google_javascript_jscomp_SourceMap.java"
"IfStatement:MethodDeclaration","Block [13623,13655]","Block [13211,13247]","Closure/148","src_com_google_javascript_jscomp_SourceMap.java"
"EnhancedForStatement:MethodDeclaration","Block [7093,7263]","Block [7008,7176]","Closure/158","src_com_google_javascript_jscomp_DiagnosticGroups.java"
"EnhancedForStatement:MethodDeclaration","Block [9482,10173]","Block [8477,10033]","Closure/169","src_com_google_javascript_rhino_jstype_RecordType.java"
"EnhancedForStatement:MethodDeclaration","Block [8897,9749]","Block [8818,9839]","Closure/24","src_com_google_javascript_jscomp_ScopedAliases.java"
"IfStatement:MethodDeclaration","Block [13824,14688]","Block [13696,14511]","Closure/6","src_com_google_javascript_jscomp_TypeValidator.java"
"MethodDeclaration:TryStatement","Block [10200,10250]","Block [10214,10268]","JacksonCore/1","src_main_java_com_fasterxml_jackson_core_io_NumberInput.java"
"MethodDeclaration:TryStatement","Block [10538,10601]","Block [10662,10729]","JacksonCore/1","src_main_java_com_fasterxml_jackson_core_io_NumberInput.java"
"IfStatement:MethodDeclaration","Block [7630,7914]","Block [8546,8633]","JacksonDatabind/15","src_main_java_com_fasterxml_jackson_databind_ser_std_StdDelegatingSerializer.java"
"IfStatement:MethodDeclaration","Block [24463,24796]","Block [24747,25084]","JacksonDatabind/2","src_main_java_com_fasterxml_jackson_databind_util_TokenBuffer.java"
"IfStatement:MethodDeclaration","Block [24876,25003]","Block [25357,25487]","JacksonDatabind/2","src_main_java_com_fasterxml_jackson_databind_util_TokenBuffer.java"
"IfStatement:MethodDeclaration","Block [923,1104]","Block [1342,1383]","JacksonDatabind/39","src_main_java_com_fasterxml_jackson_databind_deser_std_NullifyingDeserializer.java"
"IfStatement:MethodDeclaration","Block [4639,5439]","Block [5487,5674]","JacksonDatabind/44","src_main_java_com_fasterxml_jackson_databind_type_SimpleType.java"
"IfStatement:MethodDeclaration","Block [1387,1696]","Block [1648,1707]","JacksonDatabind/49","src_main_java_com_fasterxml_jackson_databind_ser_impl_WritableObjectId.java"
"IfStatement:MethodDeclaration","Block [13297,13597]","Block [13364,13438]","JacksonDatabind/7","src_main_java_com_fasterxml_jackson_databind_util_TokenBuffer.java"
"MethodDeclaration:TryStatement","Block [3804,3942]","Block [3566,3629]","Jsoup/28","src_main_java_org_jsoup_nodes_Entities.java"
"IfStatement:MethodDeclaration","Block [1380,1466]","Block [1128,1207]","Jsoup/52","src_main_java_org_jsoup_nodes_XmlDeclaration.java"
"MethodDeclaration:TryStatement","Block [986,1075]","Block [1000,1093]","Jsoup/60","src_main_java_org_jsoup_select_QueryParser.java"
"IfStatement:MethodDeclaration","Block [3485,3537]","Block [20117,20184]","Lang/32","src_main_java_org_apache_commons_lang3_builder_HashCodeBuilder.java"
"IfStatement:MethodDeclaration","Block [20435,20490]","Block [20599,20807]","Lang/32","src_main_java_org_apache_commons_lang3_builder_HashCodeBuilder.java"
"MethodDeclaration:TryStatement","Block [3540,3660]","Block [3554,3678]","Math/103","src_java_org_apache_commons_math_distribution_NormalDistributionImpl.java"
"IfStatement:MethodDeclaration","Block [23175,23292]","Block [23500,23621]","Math/13","src_main_java_org_apache_commons_math3_optimization_general_AbstractLeastSquaresOptimizer.java"
"IfStatement:MethodDeclaration","Block [10321,10438]","Block [10647,10768]","Math/14","src_main_java_org_apache_commons_math3_optim_nonlinear_vector_jacobian_AbstractLeastSquaresOptimizer.java"
"IfStatement:MethodDeclaration","Block [49345,49388]","Block [49380,49427]","Math/17","src_main_java_org_apache_commons_math3_dfp_Dfp.java"
"MethodDeclaration:TryStatement","Block [4431,4550]","Block [4380,4643]","Math/60","src_main_java_org_apache_commons_math_distribution_NormalDistributionImpl.java"
"IfStatement:MethodDeclaration","Block [3900,3960]","Block [3941,4005]","Math/89","src_java_org_apache_commons_math_stat_Frequency.java"
"IfStatement:MethodDeclaration","Block [8364,8456]","Block [10986,11054]","Math/92","src_java_org_apache_commons_math_util_MathUtils.java"
"IfStatement:MethodDeclaration","Block [1431,1475]","Block [1658,1706]","Mockito/11","src_org_mockito_internal_creation_DelegatingMethod.java"
"IfStatement:MethodDeclaration","Block [28532,28611]","Block [28779,28862]","Time/3","src_main_java_org_joda_time_MutableDateTime.java"
"IfStatement:MethodDeclaration","Block [27848,27925]","Block [28059,28140]","Time/3","src_main_java_org_joda_time_MutableDateTime.java"
"IfStatement:MethodDeclaration","Block [25799,25880]","Block [25939,26024]","Time/3","src_main_java_org_joda_time_MutableDateTime.java"
"IfStatement:MethodDeclaration","Block [26521,26600]","Block [26697,26780]","Time/3","src_main_java_org_joda_time_MutableDateTime.java"
"IfStatement:MethodDeclaration","Block [24391,24470]","Block [24454,24537]","Time/3","src_main_java_org_joda_time_MutableDateTime.java"
"IfStatement:MethodDeclaration","Block [31864,31945]","Block [32224,32309]","Time/3","src_main_java_org_joda_time_MutableDateTime.java"
"IfStatement:MethodDeclaration","Block [29585,29668]","Block [29870,29957]","Time/3","src_main_java_org_joda_time_MutableDateTime.java"
"IfStatement:MethodDeclaration","Block [25082,25169]","Block [25185,25276]","Time/3","src_main_java_org_joda_time_MutableDateTime.java"
"IfStatement:MethodDeclaration","Block [30652,30735]","Block [30975,31062]","Time/3","src_main_java_org_joda_time_MutableDateTime.java"
