JacksonDataBind/commit/97	1	1	172	172	0	0
JacksonDatabind/commit/90	9	1	953	945	0	0
Math/commit/23	9	2	317	310	0	0
Math/commit/22	2	2	497	497	0	0
Jsoup/commit/2	1	0	291	290	0	0
Codec/commit/17	1	1	422	422	0	0
Jsoup/commit/1	2	2	150	150	0	0
Codec/commit/16	1	1	539	539	0	0
Jsoup/commit/5	2	1	317	316	0	0
Codec/commit/12	29	0	187	158	0	0
Jsoup/commit/4	3	3	2245	2245	0	0
Jsoup/commit/7	22	0	314	292	0	0
JxPath/commit/19	18	6	1613	1601	0	0
Math/commit/32	1	1	474	474	0	0
Math/commit/31	13	33	181	201	0	0
Math/commit/30	1	1	234	234	0	0
Gson/commit/10	2	2	251	251	0	0
JxPath/commit/10	1	1	119	119	0	0
Math/commit/29	15	4	844	833	0	0
Math/commit/28	4	0	236	232	0	0
Math/commit/27	1	1	666	666	0	0
Math/commit/26	2	2	666	666	0	0
Math/commit/25	3	0	362	359	0	0
Math/commit/24	2	2	299	299	0	0
Math/commit/56	1	7	297	303	0	0
JxPath/commit/18	15	4	102	91	0	0
Math/commit/55	18	1	562	545	0	0
JxPath/commit/16	2	3	1691	1692	0	0
JxPath/commit/14	9	0	727	718	0	0
JxPath/commit/15	7	1	71	65	0	0
JxPath/commit/12	2	1	728	727	0	0
JxPath/commit/11	14	1	284	271	0	0
Compress/commit/21	2	3	681	682	0	0
Compress/commit/20	6	6	525	525	0	0
Math/commit/63	1	1	1986	1986	0	0
Math/commit/61	2	2	241	241	0	0
Math/commit/60	3	10	246	253	0	0
JxPath/commit/21	2	1	255	254	0	0
JxPath/commit/20	10	1	167	158	0	0
Codec/commit/10	1	1	185	185	0	0
Math/commit/59	1	1	3494	3494	0	0
Math/commit/58	1	1	336	336	0	0
Math/commit/57	1	1	333	333	0	0
Chart/commit/21	39	0	816	777	0	0
Chart/commit/20	1	1	156	156	0	0
Chart/commit/18	11	3	1039	1031	0	0
Chart/commit/17	2	1	1037	1036	0	0
Chart/commit/16	3	3	802	802	0	0
Chart/commit/15	5	0	3040	3035	0	0
Csv/commit/8	6	7	903	904	0	0
Csv/commit/9	3	0	230	227	0	0
Math/commit/10	1	0	1763	1762	0	0
Chart/commit/10	1	1	69	69	0	0
Math/commit/34	1	1	211	211	0	0
Math/commit/33	1	1	623	623	0	0
Csv/commit/4	1	1	463	463	0	0
Csv/commit/5	2	0	430	428	0	0
Gson/commit/11	1	0	925	924	0	0
Csv/commit/6	2	0	227	225	0	0
Csv/commit/7	4	0	493	489	0	0
Csv/commit/1	1	1	161	161	0	0
Csv/commit/2	7	0	174	167	0	0
Csv/commit/3	3	0	184	181	0	0
Cli/commit/8	1	1	957	957	0	0
JacksonCore/commit/9	18	0	6530	6512	0	0
Math/commit/43	3	3	740	740	0	0
Cli/commit/9	2	1	431	430	0	0
JacksonCore/commit/8	1	1	733	733	0	0
Math/commit/42	3	1	623	621	0	0
Chart/commit/14	12	0	9192	9180	0	0
Math/commit/41	1	1	620	620	0	0
Chart/commit/13	1	1	534	534	0	0
Math/commit/40	8	2	403	397	0	0
Chart/commit/12	1	1	619	619	0	0
Chart/commit/11	1	1	597	597	0	0
Gson/commit/13	1	1	1622	1622	0	0
JacksonCore/commit/3	2	0	3252	3250	0	0
Gson/commit/12	4	0	320	316	0	0
JacksonCore/commit/2	49	3	5291	5245	0	0
Gson/commit/15	1	1	659	659	0	0
JacksonCore/commit/1	13	2	1036	1025	0	0
Gson/commit/14	8	0	599	591	0	0
Math/commit/39	9	0	378	369	0	0
JacksonCore/commit/7	3	0	225	222	0	0
Math/commit/38	4	4	2482	2482	0	0
Gson/commit/17	3	2	139	138	0	0
Gson/commit/16	5	0	606	601	0	0
JacksonCore/commit/6	9	2	277	270	0	0
Jsoup/commit/9	1	1	2274	2274	0	0
Math/commit/37	14	2	1233	1221	0	0
JacksonCore/commit/5	1	1	269	269	0	0
Math/commit/36	12	0	1145	1133	0	0
Chart/commit/19	6	0	3813	3807	0	0
Gson/commit/18	3	0	610	607	0	0
Math/commit/35	2	2	112	112	0	0
JacksonDataBind/commit/21	17	0	1008	991	0	0
Math/commit/99	8	0	1228	1220	0	0
Math/commit/90	3	0	490	487	0	0
Lang/commit/6	1	1	125	125	0	0
Lang/commit/4	4	4	85	85	0	0
JacksonDatabind/commit/20	2	0	808	806	0	0
JacksonDatabind/commit/16	1	1	114	114	0	0
JxPath/commit/22	3	3	792	792	0	0
JacksonDatabind/commit/17	1	1	3193	3193	0	0
JacksonDatabind/commit/11	2	2	1117	1117	0	0
JacksonDatabind/commit/12	3	1	672	670	0	0
JacksonDatabind/commit/13	6	0	449	443	0	0
JacksonDatabind/commit/14	14	1	1739	1726	0	0
Mockito/commit/8	1	1	626	626	0	0
Mockito/commit/9	5	0	43	38	0	0
Mockito/commit/6	20	20	881	881	0	0
Mockito/commit/7	1	0	627	626	0	0
Mockito/commit/4	5	2	804	801	0	0
Mockito/commit/5	1	1	134	134	0	0
Mockito/commit/2	7	0	35	28	0	0
JacksonDatabind/commit/19	3	0	1194	1191	0	0
Mockito/commit/1	12	1	187	176	0	0
JacksonDatabind/commit/110	3	1	189	187	0	0
JacksonDatabind/commit/111	13	7	1204	1198	0	0
JacksonDatabind/commit/112	4	1	290	287	0	0
JacksonDatabind/commit/40	9	0	631	622	0	0
JacksonDatabind/commit/42	3	0	290	287	0	0
JacksonDatabind/commit/43	3	2	114	113	0	0
JacksonDatabind/commit/37	1	1	268	268	0	0
Closure/commit/88	6	0	354	348	0	0
JacksonDatabind/commit/38	33	4	595	566	0	0
JacksonDatabind/commit/39	10	0	64	54	0	0
JacksonDatabind/commit/33	4	1	1060	1057	0	0
JacksonDatabind/commit/34	1	1	88	88	0	0
JacksonDatabind/commit/36	11	0	577	566	0	0
Jsoup/commit/68	1	4	734	737	0	0
Jsoup/commit/67	4	0	735	731	0	0
Jsoup/commit/66	8	5	1420	1417	0	0
Jsoup/commit/69	5	0	113	108	0	0
Jsoup/commit/71	24	0	1158	1134	0	0
Closure/commit/90	4	1	1675	1672	0	0
Jsoup/commit/74	4	1	255	252	0	0
JacksonDatabind/commit/30	17	0	5699	5682	0	0
JacksonDatabind/commit/31	44	18	1881	1855	0	0
JacksonDatabind/commit/32	3	0	676	673	0	0
Jsoup/commit/72	2	0	475	473	0	0
Jsoup/commit/76	1	0	1531	1530	0	0
JacksonDatabind/commit/26	3	1	924	922	0	0
JacksonDatabind/commit/27	1	1	858	858	0	0
Closure/commit/99	6	1	189	184	0	0
JacksonDatabind/commit/29	7	0	330	323	0	0
JacksonDatabind/commit/23	29	0	270	241	0	0
JacksonDatabind/commit/24	1	2	343	344	0	0
Closure/commit/91	9	0	203	194	0	0
Jsoup/commit/79	3	1	98	96	0	0
Jsoup/commit/78	5	0	271	266	0	0
Closure/commit/89	4	1	1936	1933	0	0
Jsoup/commit/77	1	1	143	143	0	0
Closure/commit/98	19	0	606	587	0	0
Closure/commit/96	4	1	1723	1720	0	0
Closure/commit/97	2	1	1196	1195	0	0
Closure/commit/94	19	0	2341	2322	0	0
Jsoup/commit/82	3	0	270	267	0	0
Closure/commit/95	7	0	1532	1525	0	0
Jsoup/commit/81	6	0	283	277	0	0
Closure/commit/92	1	1	916	916	0	0
Jsoup/commit/80	2	0	145	143	0	0
JacksonDatabind/commit/62	8	0	436	428	0	0
Math/commit/89	4	0	494	490	0	0
JacksonDatabind/commit/63	11	2	530	521	0	0
JacksonDatabind/commit/65	5	2	1126	1123	0	0
JacksonDatabind/commit/60	88	1	470	383	0	0
JacksonDatabind/commit/61	9	0	4154	4145	0	0
JacksonDatabind/commit/59	46	0	2560	2514	0	0
JacksonDatabind/commit/55	27	1	244	218	0	0
JacksonDatabind/commit/56	12	2	303	293	0	0
Time/commit/7	1	1	953	953	0	0
JacksonDatabind/commit/57	1	1	1889	1889	0	0
JacksonDatabind/commit/58	5	0	836	831	0	0
Lang/commit/3	4	0	1427	1423	0	0
Lang/commit/1	11	2	1436	1427	0	0
Math/commit/98	2	2	2644	2644	0	0
Math/commit/97	16	2	279	265	0	0
Math/commit/96	1	1	874	874	0	0
Math/commit/95	3	1	196	194	0	0
Math/commit/94	1	1	1070	1070	0	0
Math/commit/93	10	2	1084	1076	0	0
Math/commit/92	49	6	1161	1118	0	0
Math/commit/91	2	2	549	549	0	0
Lang/commit/9	3	0	870	867	0	0
Lang/commit/8	1	2	1250	1251	0	0
JacksonDatabind/commit/51	2	0	289	287	0	0
JacksonDatabind/commit/52	15	1	2039	2025	0	0
JacksonDatabind/commit/53	76	21	1858	1803	0	0
JacksonDatabind/commit/54	2	2	331	331	0	0
JacksonDatabind/commit/50	42	0	978	936	0	0
JacksonDatabind/commit/48	12	0	1982	1970	0	0
JacksonDatabind/commit/49	2	0	77	75	0	0
JacksonDatabind/commit/44	26	0	323	297	0	0
JacksonDatabind/commit/46	1	1	193	193	0	0
JacksonDatabind/commit/47	9	0	1414	1405	0	0
Time/commit/5	12	6	1646	1640	0	0
Time/commit/6	26	0	1141	1115	0	0
Time/commit/3	20	0	1486	1466	0	0
Time/commit/4	1	1	998	998	0	0
Time/commit/1	10	4	1291	1285	0	0
Time/commit/2	7	1	1285	1279	0	0
Time/commit/9	10	3	1306	1299	0	0
Time/commit/8	5	2	1327	1324	0	0
JacksonDatabind/commit/84	7	0	121	114	0	0
Jsoup/commit/64	1	1	1520	1520	0	0
JacksonDatabind/commit/86	7	0	121	114	0	0
Jsoup/commit/62	1	1	1513	1513	0	0
JacksonDatabind/commit/87	13	7	606	600	0	0
Jsoup/commit/61	1	1	1290	1290	0	0
JacksonDatabind/commit/80	4	0	295	291	0	0
JacksonDatabind/commit/81	32	3	1487	1458	0	0
JacksonDatabind/commit/82	1	1	907	907	0	0
JacksonDatabind/commit/83	0	2	312	314	0	0
Jsoup/commit/65	8	4	2250	2246	0	0
Cli/commit/21	34	0	982	948	0	0
Math/commit/7	8	9	426	427	0	0
Math/commit/6	14	16	3694	3696	0	0
JacksonDatabind/commit/77	15	0	860	845	0	0
Math/commit/5	1	1	1231	1231	0	0
JacksonDatabind/commit/78	25	0	906	881	0	0
Math/commit/4	6	0	357	351	0	0
Math/commit/3	3	0	1425	1422	0	0
Math/commit/2	1	1	334	334	0	0
Jsoup/commit/24	0	1	1778	1779	0	0
Jsoup/commit/23	19	1	458	440	0	0
Jsoup/commit/26	1	0	130	129	0	0
Jsoup/commit/25	1	1	262	262	0	0
Jsoup/commit/29	2	1	362	361	0	0
JacksonDatabind/commit/73	7	2	2322	2317	0	0
Jsoup/commit/31	9	0	2184	2175	0	0
JacksonDatabind/commit/74	7	0	187	180	0	0
JacksonDatabind/commit/75	6	5	241	240	0	0
JacksonDatabind/commit/76	1	21	694	714	0	0
JacksonDatabind/commit/70	1	1	607	607	0	0
JacksonDatabind/commit/71	1	1	414	414	0	0
JacksonDatabind/commit/72	2	0	169	167	0	0
JacksonDatabind/commit/67	3	2	1954	1953	0	0
JacksonDatabind/commit/69	10	6	396	392	0	0
Math/commit/1	6	0	1821	1815	0	0
Jsoup/commit/35	1	0	1486	1485	0	0
Jsoup/commit/34	1	1	284	284	0	0
Jsoup/commit/33	1	0	705	704	0	0
Jsoup/commit/39	1	0	189	188	0	0
Math/commit/9	2	1	227	226	0	0
Jsoup/commit/38	3	0	1504	1501	0	0
Math/commit/8	2	2	197	197	0	0
Jsoup/commit/37	1	1	1144	1144	0	0
Jsoup/commit/36	18	1	187	170	0	0
Time/commit/27	2	0	1868	1866	0	0
Closure/commit/127	10	1	259	250	0	0
Jsoup/commit/86	1	1	85	85	0	0
Lang/commit/58	1	2	1626	1627	0	0
Closure/commit/126	0	4	308	312	0	0
Lang/commit/57	1	1	291	291	0	0
Time/commit/25	9	0	1259	1250	0	0
Jsoup/commit/84	2	1	179	178	0	0
Lang/commit/56	6	2	1744	1740	0	0
Closure/commit/128	4	1	1290	1287	0	0
Lang/commit/55	2	0	265	263	0	0
Time/commit/23	9	8	1278	1277	0	0
Closure/commit/123	1	1	1306	1306	0	0
Time/commit/24	5	0	510	505	0	0
Closure/commit/122	2	1	1526	1525	0	0
Closure/commit/125	1	1	2119	2119	0	0
Time/commit/22	6	1	625	620	0	0
Closure/commit/124	2	0	246	244	0	0
Math/commit/106	8	0	229	221	0	0
Math/commit/105	1	1	519	519	0	0
Math/commit/104	1	1	262	262	0	0
Math/commit/103	10	0	211	201	0	0
Math/commit/102	17	0	421	404	0	0
Math/commit/101	2	1	543	542	0	0
Closure/commit/18	1	1	2493	2493	0	0
Closure/commit/16	9	3	484	478	0	0
Closure/commit/129	3	0	220	217	0	0
Closure/commit/17	5	1	2026	2022	0	0
Closure/commit/14	1	1	1058	1058	0	0
Jsoup/commit/46	1	1	265	265	0	0
Closure/commit/15	3	0	501	498	0	0
Lang/commit/64	21	0	231	210	0	0
Closure/commit/12	6	0	302	296	0	0
Jsoup/commit/44	9	0	88	79	0	0
Lang/commit/63	3	20	618	635	0	0
Closure/commit/13	1	1	211	211	0	0
Closure/commit/21	2	19	196	213	0	0
Lang/commit/61	1	1	2364	2364	0	0
Jsoup/commit/49	1	1	679	679	0	0
Lang/commit/60	2	2	2364	2364	0	0
Closure/commit/121	3	1	735	733	0	0
Jsoup/commit/48	11	1	953	943	0	0
Closure/commit/20	2	1	1722	1721	0	0
Jsoup/commit/47	1	1	266	266	0	0
Lang/commit/59	1	1	2364	2364	0	0
Jsoup/commit/53	5	0	400	395	0	0
Lang/commit/47	6	0	2718	2712	0	0
Lang/commit/46	10	7	865	862	0	0
Jsoup/commit/51	1	1	396	396	0	0
Lang/commit/45	3	0	647	644	0	0
Jsoup/commit/50	14	7	234	227	0	0
Lang/commit/44	3	0	715	712	0	0
Jsoup/commit/54	1	0	176	175	0	0
Math/commit/100	3	3	301	301	0	0
Lang/commit/54	3	0	294	291	0	0
Jsoup/commit/57	1	1	342	342	0	0
Lang/commit/53	2	2	990	990	0	0
Jsoup/commit/56	25	3	3843	3821	0	0
Jsoup/commit/55	1	0	1730	1729	0	0
Lang/commit/52	4	0	691	687	0	0
Lang/commit/51	1	0	973	972	0	0
Lang/commit/50	6	10	1747	1751	0	0
Jsoup/commit/59	2	0	376	374	0	0
Jsoup/commit/58	17	2	638	623	0	0
Jsoup/commit/60	7	0	780	773	0	0
Lang/commit/49	3	0	946	943	0	0
Lang/commit/48	4	0	847	843	0	0
Mockito/commit/28	2	1	104	103	0	0
Jsoup/commit/20	2	0	135	133	0	0
Closure/commit/149	17	8	4911	4902	0	0
Mockito/commit/29	1	1	41	41	0	0
Codec/commit/9	1	1	1061	1061	0	0
Mockito/commit/26	1	1	68	68	0	0
Codec/commit/8	0	10	1214	1224	0	0
Mockito/commit/27	1	2	109	110	0	0
Closure/commit/145	13	0	1062	1049	0	0
Mockito/commit/24	1	1	123	123	0	0
Mockito/commit/25	29	6	121	98	0	0
Closure/commit/144	43	4	3074	3035	0	0
Closure/commit/147	7	1	594	588	0	0
Mockito/commit/22	3	1	43	41	0	0
Closure/commit/146	2	1	941	940	0	0
Mockito/commit/23	18	3	145	130	0	0
JacksonCore/commit/25	1	1	2880	2880	0	0
Mockito/commit/31	3	1	79	77	0	0
Mockito/commit/32	5	1	72	68	0	0
JacksonCore/commit/23	4	0	423	419	0	0
JacksonCore/commit/22	16	3	918	905	0	0
Mockito/commit/30	3	2	633	632	0	0
JacksonCore/commit/26	1	0	2865	2864	0	0
Cli/commit/28	1	1	410	410	0	0
Cli/commit/29	2	6	73	77	0	0
Closure/commit/38	1	1	300	300	0	0
Closure/commit/39	3	3	553	553	0	0
Cli/commit/24	1	2	984	985	0	0
Closure/commit/36	3	0	727	724	0	0
Codec/commit/7	1	1	1071	1071	0	0
Cli/commit/25	1	1	984	984	0	0
Closure/commit/37	5	1	2009	2005	0	0
Codec/commit/6	5	1	194	190	0	0
Cli/commit/26	5	1	369	365	0	0
Codec/commit/5	3	0	1071	1068	0	0
Closure/commit/34	3	5	1949	1951	0	0
Cli/commit/27	2	2	175	175	0	0
Codec/commit/4	1	1	1055	1055	0	0
Closure/commit/35	2	15	1400	1413	0	0
Closure/commit/43	17	0	1970	1953	0	0
Codec/commit/3	1	1	1105	1105	0	0
Codec/commit/2	1	1	896	896	0	0
Closure/commit/41	9	0	849	840	0	0
Closure/commit/143	4	2	1393	1391	0	0
Codec/commit/1	3	3	711	711	0	0
Cli/commit/22	13	9	276	272	0	0
Closure/commit/42	7	0	1318	1311	0	0
Cli/commit/23	6	5	975	974	0	0
Closure/commit/40	1	3	1802	1804	0	0
Closure/commit/116	12	0	950	938	0	0
Compress/commit/1	1	0	414	413	0	0
Closure/commit/19	2	0	709	707	0	0
Closure/commit/115	0	11	936	947	0	0
JxPath/commit/8	6	0	119	113	0	0
Mockito/commit/37	8	0	73	65	0	0
Compress/commit/3	6	0	325	319	0	0
Closure/commit/117	12	12	849	849	0	0
Mockito/commit/38	1	1	50	50	0	0
Compress/commit/2	32	7	207	182	0	0
Closure/commit/112	8	2	1612	1606	0	0
Mockito/commit/35	3	3	719	719	0	0
Compress/commit/5	6	2	350	346	0	0
Closure/commit/111	2	1	267	266	0	0
Mockito/commit/36	4	0	221	217	0	0
Compress/commit/4	1	3	1806	1808	0	0
Closure/commit/114	1	1	1887	1887	0	0
Closure/commit/113	1	1	1233	1233	0	0
Mockito/commit/34	1	1	112	112	0	0
Compress/commit/6	6	3	474	471	0	0
Compress/commit/9	9	1	367	359	0	0
Cli/commit/31	4	4	2100	2100	0	0
Cli/commit/32	1	5	1010	1014	0	0
Closure/commit/11	0	2	1921	1923	0	0
Closure/commit/120	3	0	727	724	0	0
Cli/commit/30	16	4	1119	1107	0	0
Cli/commit/39	12	1	262	251	0	0
Closure/commit/118	3	0	1136	1133	0	0
JxPath/commit/5	1	3	704	706	0	0
Cli/commit/35	3	0	326	323	0	0
JxPath/commit/3	14	0	238	224	0	0
Cli/commit/36	3	4	505	506	0	0
JxPath/commit/1	3	2	1541	1540	0	0
JxPath/commit/2	9	0	154	145	0	0
Cli/commit/38	5	1	707	703	0	0
Closure/commit/10	1	1	3229	3229	0	0
Cli/commit/33	18	1	1042	1025	0	0
Closure/commit/110	25	4	3056	3035	0	0
Cli/commit/34	2	2	1082	1082	0	0
Closure/commit/119	1	0	1360	1359	0	0
Jsoup/commit/42	2	1	114	113	0	0
Jsoup/commit/41	1	1	1189	1189	0	0
Jsoup/commit/40	0	1	47	48	0	0
Chart/commit/3	2	0	1302	1300	0	0
Closure/commit/167	15	14	1850	1849	0	0
Chart/commit/2	14	0	2180	2166	0	0
Closure/commit/166	6	0	596	590	0	0
Chart/commit/1	1	1	1994	1994	0	0
Closure/commit/169	36	36	3877	3877	0	0
Closure/commit/168	1	1	2050	2050	0	0
Jsoup/commit/43	1	1	1205	1205	0	0
Closure/commit/130	1	1	969	969	0	0
Gson/commit/2	13	1	853	841	0	0
Gson/commit/1	41	0	175	134	0	0
Closure/commit/22	2	26	196	220	0	0
Gson/commit/4	9	19	2261	2271	0	0
Closure/commit/131	2	1	208	207	0	0
Gson/commit/3	17	1	236	220	0	0
Gson/commit/6	2	0	72	70	0	0
Gson/commit/5	1	0	352	351	0	0
Chart/commit/9	1	1	1039	1039	0	0
Cli/commit/40	1	1	261	261	0	0
Chart/commit/8	1	1	647	647	0	0
Gson/commit/7	10	2	1625	1617	0	0
Csv/commit/10	3	0	443	440	0	0
Closure/commit/58	4	0	301	297	0	0
Csv/commit/15	1	3	1977	1979	0	0
JacksonCore/commit/10	4	2	1267	1265	0	0
Closure/commit/59	2	1	2057	2056	0	0
Csv/commit/16	6	2	629	625	0	0
Closure/commit/56	4	0	487	483	0	0
Closure/commit/57	1	1	403	403	0	0
Chart/commit/7	2	2	573	573	0	0
Closure/commit/65	1	1	1210	1210	0	0
Csv/commit/11	1	1	507	507	0	0
Chart/commit/6	8	1	178	171	0	0
Csv/commit/12	1	1	1010	1010	0	0
Chart/commit/5	5	1	737	733	0	0
Csv/commit/13	4	2	1812	1810	0	0
Closure/commit/165	29	2	2785	2758	0	0
Chart/commit/4	2	0	5866	5864	0	0
Closure/commit/64	4	4	2011	2011	0	0
Csv/commit/14	1	1	1814	1814	0	0
Closure/commit/61	6	0	3017	3011	0	0
Closure/commit/62	1	1	177	177	0	0
Closure/commit/60	5	0	3027	3022	0	0
Cli/commit/19	2	2	297	297	0	0
Closure/commit/139	32	1	633	602	0	0
JacksonCore/commit/19	8	0	6437	6429	0	0
Closure/commit/134	17	10	1960	1953	0	0
Closure/commit/133	1	0	2453	2452	0	0
Closure/commit/136	9	21	745	757	0	0
JacksonXml/commit/6	66	0	1311	1245	0	0
Closure/commit/135	8	0	1224	1216	0	0
Jsoup/commit/10	2	0	455	453	0	0
JacksonXml/commit/4	5	1	275	271	0	0
JacksonCore/commit/14	3	3	286	286	0	0
Cli/commit/10	2	1	432	431	0	0
Closure/commit/33	3	0	584	581	0	0
JacksonXml/commit/5	1	1	244	244	0	0
JacksonCore/commit/13	8	0	205	197	0	0
Closure/commit/140	9	6	1698	1695	0	0
JacksonCore/commit/12	15	6	6406	6397	0	0
JacksonXml/commit/2	27	1	551	525	0	0
Closure/commit/142	6	0	2491	2485	0	0
JacksonXml/commit/3	1	2	964	965	0	0
JacksonCore/commit/11	1	0	1272	1271	0	0
JacksonCore/commit/18	12	8	4379	4375	0	0
JacksonXml/commit/1	8	4	960	956	0	0
JacksonCore/commit/17	44	3	2029	1988	0	0
Jsoup/commit/19	2	0	443	441	0	0
JacksonCore/commit/15	9	0	896	887	0	0
Cli/commit/17	1	0	312	311	0	0
Closure/commit/29	10	0	466	456	0	0
Cli/commit/18	2	5	297	300	0	0
Gson/commit/9	16	4	1791	1779	0	0
Closure/commit/27	6	3	585	582	0	0
Closure/commit/28	4	0	107	103	0	0
JacksonCore/commit/21	2	0	911	909	0	0
Jsoup/commit/13	5	0	559	554	0	0
Cli/commit/13	10	1	699	690	0	0
Closure/commit/25	2	4	1398	1400	0	0
Closure/commit/26	5	0	281	276	0	0
JacksonCore/commit/20	10	1	1987	1978	0	0
Cli/commit/14	3	3	514	514	0	0
Cli/commit/15	14	5	274	265	0	0
Jsoup/commit/11	25	0	430	405	0	0
Closure/commit/23	7	1	1542	1536	0	0
Cli/commit/16	15	0	1184	1169	0	0
Closure/commit/24	4	3	413	412	0	0
Closure/commit/32	15	3	2362	2350	0	0
Jsoup/commit/17	1	1	1482	1482	0	0
Closure/commit/30	10	2	938	930	0	0
Closure/commit/132	3	1	1727	1725	0	0
Jsoup/commit/15	1	1	1482	1482	0	0
Cli/commit/11	1	1	991	991	0	0
Cli/commit/12	6	1	116	111	0	0
Closure/commit/31	0	1	2432	2433	0	0
Jsoup/commit/14	8	0	2022	2014	0	0
Gson/commit/8	13	0	123	110	0	0
Jsoup/commit/18	2	1	210	209	0	0
Math/commit/67	2	2	318	318	0	0
Math/commit/66	11	22	234	245	0	0
JacksonDatabind/commit/107	1	1	302	302	0	0
JacksonDatabind/commit/108	31	1	2022	1992	0	0
JacksonDatabind/commit/109	51	0	411	360	0	0
Closure/commit/152	4	1	937	934	0	0
Closure/commit/44	2	0	299	297	0	0
Closure/commit/151	13	0	609	596	0	0
JacksonDataBind/commit/3	2	2	153	153	0	0
Compress/commit/30	3	0	1038	1035	0	0
Compress/commit/32	2	2	724	724	0	0
Closure/commit/150	1	15	1500	1514	0	0
Compress/commit/31	0	3	625	628	0	0
Compress/commit/34	2	1	346	345	0	0
Closure/commit/80	2	0	2973	2971	0	0
Compress/commit/33	15	0	495	480	0	0
Compress/commit/36	3	0	1014	1011	0	0
Math/commit/76	14	8	444	438	0	0
Math/commit/75	1	1	593	593	0	0
Compress/commit/35	1	6	610	615	0	0
Compress/commit/38	1	1	1252	1252	0	0
Math/commit/74	7	4	403	400	0	0
Compress/commit/37	3	1	766	764	0	0
Math/commit/73	4	0	319	315	0	0
Closure/commit/78	0	2	1628	1630	0	0
Math/commit/72	2	2	319	319	0	0
Closure/commit/79	2	1	1057	1056	0	0
Compress/commit/39	8	1	297	290	0	0
Math/commit/71	7	0	636	629	0	0
JacksonDatabind/commit/103	32	24	14176	14168	0	0
Math/commit/70	1	1	109	109	0	0
Closure/commit/87	13	1	1097	1085	0	0
JacksonDatabind/commit/104	20	0	803	783	0	0
Closure/commit/85	8	14	230	236	0	0
JacksonDatabind/commit/105	5	1	55	51	0	0
JacksonDatabind/commit/106	6	0	421	415	0	0
Closure/commit/86	1	1	2533	2533	0	0
Closure/commit/83	4	1	627	624	0	0
Closure/commit/84	27	0	1243	1216	0	0
JacksonDatabind/commit/100	3	9	413	419	0	0
Closure/commit/81	7	0	1289	1282	0	0
JacksonDatabind/commit/101	5	1	1052	1048	0	0
Math/commit/69	1	1	281	281	0	0
Closure/commit/82	3	1	1030	1028	0	0
JacksonDatabind/commit/102	0	3	229	232	0	0
Math/commit/68	12	2	863	853	0	0
Closure/commit/159	3	4	1100	1101	0	0
Closure/commit/156	23	11	912	900	0	0
Closure/commit/155	70	4	1873	1807	0	0
Closure/commit/55	2	1	539	538	0	0
Chart/commit/26	2	0	1374	1372	0	0
Closure/commit/164	17	0	291	274	0	0
Closure/commit/161	3	0	1389	1386	0	0
Compress/commit/23	1	1	278	278	0	0
Compress/commit/22	5	17	1035	1047	0	0
Compress/commit/25	1	0	1074	1073	0	0
Closure/commit/49	14	8	594	588	0	0
Compress/commit/24	5	8	630	633	0	0
Closure/commit/47	8	3	933	928	0	0
Compress/commit/27	0	4	626	630	0	0
Compress/commit/26	11	0	203	192	0	0
Closure/commit/48	7	4	1921	1918	0	0
