Info,Multi-mappings,Left-side churn,Right-side churn,Challenge level,Comments
Closure35,FALSE,0.001428571429,0.01061571125,low,"R1122 doesnt have a good mapping on the left on side, thus its better not to match it."
Closure36,FALSE,0.004126547455,0,low,
Closure37,FALSE,0.002488800398,0.0004987531172,low,
Closure38,FALSE,0.003333333333,0.003333333333,low,
Closure39,FALSE,0.005424954792,0.005424954792,low,
Closure4,FALSE,0.005,0.005,low,
Closure40,FALSE,0.0005549389567,0.001662971175,low,
Closure41,FALSE,0.01060070671,0,low,
Closure42,FALSE,0.00531107739,0,low,
Closure43,FALSE,0.008629441624,0,low,
Closure44,FALSE,0.006688963211,0,low,
Closure45,FALSE,0.006134969325,0.00205338809,low,
Closure46,FALSE,0,0.05387205387,low,
Closure47,FALSE,0.00857449089,0.003232758621,low,
Closure48,FALSE,0.00364393545,0.002085505735,low,
Closure49,FALSE,0.02356902357,0.01360544218,low,
Closure5,FALSE,0.006355932203,0,low,
Closure50,FALSE,0.009230769231,0.001550387597,low,
Closure51,FALSE,0.01369863014,0.003460207612,low,
Closure52,FALSE,0.000826446281,0.000826446281,low,
Closure53,FALSE,0.009029345372,0,low,
Closure54,FALSE,0.004162330905,0.001043841336,low,
Closure55,FALSE,0.003710575139,0.001858736059,low,
Closure56,FALSE,0.008213552361,0,low,
Closure57,FALSE,0.002481389578,0.002481389578,low,
Closure58,FALSE,0.01328903654,0,low,
Closure59,FALSE,0.0009722897423,0.000486381323,low,
Closure6,FALSE,0,0.009523809524,low,
Closure60,FALSE,0.001651800463,0,low,
Closure61,FALSE,0.001988730527,0,low,
Closure62,FALSE,0.005649717514,0.005649717514,low,
Closure64,FALSE,0.001989060169,0.001989060169,low,
Closure65,FALSE,0.000826446281,0.000826446281,low,
Closure66,FALSE,0.001038421599,0,low,
Closure67,FALSE,0.00143472023,0.00143472023,low,
Closure68,FALSE,0.001300954033,0.0004340277778,low,
Closure69,FALSE,0.003640145606,0,low,
Closure7,FALSE,0.006963788301,0.001400560224,low,
Closure70,FALSE,0.0005521811154,0.0005521811154,low,
Closure71,FALSE,0.001557632399,0.001557632399,low,
Closure72,FALSE,0.004137931034,0.001383125864,low,
Closure73,FALSE,0.0008382229673,0.0008382229673,low,
Closure74,TRUE,0.008731082654,0.001173020528,low,
Closure75,FALSE,0.001339584729,0.0003352329869,low,
Closure76,FALSE,0.08564814815,0.01496259352,low,"(debatable) blocks 372 => 354 can also be added, but due to having no common statements, its better to avoid this mapping"
Closure77,FALSE,0.0008613264427,0,low,
Closure78,FALSE,0,0.001226993865,low,
Closure79,FALSE,0.001892147588,0.000946969697,low,
Closure8,FALSE,0.016,0,low,
Closure80,FALSE,0.0006727211571,0,low,
Closure81,FALSE,0.00543056633,0,low,
Closure82,FALSE,0.002912621359,0.0009727626459,low,
Closure83,TRUE,0.006379585327,0.001602564103,low,
Closure84,FALSE,0.02172164119,0,low,
Closure85,FALSE,0.0347826087,0.0593220339,low,
Closure86,FALSE,0.000394788788,0.000394788788,low,
Closure87,FALSE,0.01185050137,0.0009216589862,low,
Closure88,FALSE,0.01694915254,0,low,
Closure89,FALSE,0.002066115702,0.0005173305742,low,
Closure9,FALSE,0.006968641115,0.003496503497,low,
Closure90,FALSE,0.002388059701,0.0005980861244,low,
Closure91,FALSE,0.04433497537,0,low,
Closure92,FALSE,0.001091703057,0.001091703057,low,
Closure94,FALSE,0.008116189663,0,low,
Closure95,FALSE,0.004569190601,0,low,
Closure96,TRUE,0.002321532211,0.0005813953488,low,
Closure97,FALSE,0.001672240803,0.0008368200837,low,
Closure98,FALSE,0.03135313531,0,low,
Closure99,FALSE,0.03174603175,0.005434782609,medium,(debatable) 129 -> 132 seems correct to be matched.
Codec1,FALSE,0.004219409283,0.004219409283,low,
Codec10,FALSE,0.005405405405,0.005405405405,low,
Codec12,FALSE,0.1550802139,0,low,
Codec13,TRUE,0.01003584229,0.0007235890014,medium,
Codec14,FALSE,0.01220338983,0.004101161996,medium,
Codec16,FALSE,0.00185528757,0.00185528757,low,
Codec17,FALSE,0.002369668246,0.002369668246,low,
Codec2,FALSE,0.001116071429,0.001116071429,low,
Codec3,FALSE,0.0009049773756,0.0009049773756,low,
Codec4,FALSE,0.0009478672986,0.0009478672986,low,
Codec5,FALSE,0.002801120448,0,low,
Codec6,FALSE,0.02577319588,0.005263157895,low,
Codec7,FALSE,0.0009337068161,0.0009337068161,low,
Codec8,FALSE,0,0.008169934641,low,
Codec9,FALSE,0.0009425070688,0.0009425070688,low,
Collections25,FALSE,0.005980066445,0.002001334223,low,
Collections26,FALSE,0.003558718861,0.003558718861,low,
Collections27,FALSE,0.01213171577,0,low,
Collections28,FALSE,0.00407996736,0,low,
Compress1,FALSE,0.002415458937,0,low,
Compress10,TRUE,0.006191950464,0.00207253886,low,
Compress11,FALSE,0.007782101167,0,low,
Compress12,FALSE,0.01245551601,0.001798561151,low,
Compress13,FALSE,0.005805515239,0,low,
Compress14,FALSE,0.002583979328,0.02030456853,low,
Compress15,FALSE,0.007256894049,0.007256894049,medium,
Compress16,FALSE,0.007692307692,0.003861003861,low,(debatable) Seems like the statement moved inside the if while the invoked method is different.
Compress17,FALSE,0.003205128205,0.001605136437,low,
Compress18,FALSE,0.005136986301,0,low,
Compress19,FALSE,0.002801120448,0.002801120448,low,
Compress2,FALSE,0.154589372,0.03846153846,medium,
Compress20,FALSE,0.01142857143,0.01142857143,low,
Compress21,FALSE,0.002936857562,0.004398826979,medium,
Compress22,FALSE,0.004830917874,0.01623686724,medium,
Compress23,FALSE,0.003597122302,0.003597122302,low,
Compress24,FALSE,0.007936507937,0.01263823065,low,
Compress25,FALSE,0.0009310986965,0,low,
Compress26,FALSE,0.05418719212,0,low,
Compress27,FALSE,0,0.006349206349,low,
Compress28,FALSE,0.005780346821,0.00145137881,low,
Compress29,FALSE,0.004341219883,0,low,
Compress3,FALSE,0.01846153846,0,low,
Compress30,FALSE,0.00289017341,0,low,
Compress31,FALSE,0,0.004777070064,low,
Compress32,FALSE,0.002762430939,0.002762430939,low,
Compress33,FALSE,0.0303030303,0,low,
Compress34,FALSE,0.005780346821,0.002898550725,low,
Compress35,FALSE,0.001639344262,0.009756097561,low,
Compress36,FALSE,0.002958579882,0,low,
Compress37,FALSE,0.003916449086,0.001308900524,low,
Compress38,FALSE,0.0007987220447,0.0007987220447,low,
Compress39,FALSE,0.02693602694,0.003448275862,low,
Compress4,FALSE,0.000553709856,0.001659292035,low,
Compress40,FALSE,0.204379562,0.009090909091,medium,
Compress41,FALSE,0.001769911504,0.0008857395926,low,
Compress42,FALSE,0.002155172414,0.001078748652,low,
Compress43,FALSE,0.002965599051,0.002965599051,low,
Compress44,FALSE,0.05714285714,0,low,
Compress45,FALSE,0.003241491086,0.001623376623,low,
Compress46,FALSE,0.001669449082,0.003333333333,low,The one with with greater equal selected to be the perfect diff due to more similarity in the logic
Compress47,FALSE,0.01189464741,0.0008591065292,low,
Compress5,FALSE,0.01714285714,0.005780346821,low,
Compress6,FALSE,0.01265822785,0.006369426752,low,
Compress7,TRUE,0.01145038168,0.007662835249,medium,
Compress9,FALSE,0.02452316076,0.00278551532,low,
Csv1,FALSE,0.006211180124,0.006211180124,low,
Csv10,FALSE,0.006772009029,0,low,
Csv11,FALSE,0.001972386588,0.001972386588,low,
Csv12,FALSE,0.0009900990099,0.0009900990099,low,
Csv13,FALSE,0.002207505519,0.001104972376,low,
Csv14,FALSE,0.0005512679162,0.0005512679162,low,
Csv15,FALSE,0.0005058168943,0.00151591713,low,
Csv16,FALSE,0.009538950715,0.0032,medium,
Csv2,FALSE,0.04022988506,0,low,
Csv3,FALSE,0.01630434783,0,low,
Csv4,FALSE,0.002159827214,0.002159827214,low,
Csv5,FALSE,0.004651162791,0,low,
Csv6,FALSE,0.008810572687,0,low,
Csv7,FALSE,0.008113590264,0,low,
Csv8,FALSE,0.006644518272,0.007743362832,low,(debatable) We decided to consider this due to its high similarity in terms of functionality.
Csv9,FALSE,0.01304347826,0,low,
Gson1,FALSE,0.2342857143,0,low,
Gson10,FALSE,0.00796812749,0.00796812749,low,
Gson11,FALSE,0.001081081081,0,low,
Gson12,FALSE,0.0125,0,low,
Gson13,FALSE,0.0006165228113,0.0006165228113,low,
Gson14,FALSE,0.01335559265,0,low,
Gson15,FALSE,0.001517450683,0.001517450683,low,
Gson16,FALSE,0.008250825083,0,low,
Gson17,FALSE,0.02158273381,0.01449275362,low,
Gson18,FALSE,0.004918032787,0,low,
Gson2,FALSE,0.01524032825,0.001189060642,low,
Gson3,FALSE,0.07203389831,0.004545454545,low,
Gson4,FALSE,0.003980539584,0.008366358432,low,
Gson5,FALSE,0.002840909091,0,low,
Gson6,FALSE,0.02777777778,0,low,
Gson7,FALSE,0.006153846154,0.00123685838,low,
Gson8,FALSE,0.1056910569,0,low,
Gson9,FALSE,0.008933556672,0.002248454188,low,
JacksonCore1,FALSE,0.01254826255,0.001951219512,low,
JacksonCore10,FALSE,0.003157063931,0.001581027668,low,
JacksonCore11,FALSE,0.000786163522,0,low,
JacksonCore12,FALSE,0.002341554792,0.0009379396592,low,
JacksonCore13,FALSE,0.03902439024,0,low,
JacksonCore14,FALSE,0.01048951049,0.01048951049,low,
JacksonCore15,FALSE,0.01004464286,0,low,
JacksonCore17,FALSE,0.02168555939,0.001509054326,low,(debatable) buff.length is not moved to the if statement. The newly added part at the beginning of the function is related to optimization.
JacksonCore18,FALSE,0.002740351678,0.001828571429,medium,
JacksonCore19,FALSE,0.001242814976,0,low,
JacksonCore2,FALSE,0.009261009261,0.0005719733079,low,
JacksonCore20,FALSE,0.005032712632,0.0005055611729,low,
JacksonCore21,FALSE,0.002195389682,0,low,
JacksonCore22,FALSE,0.0174291939,0.003314917127,low,
JacksonCore23,FALSE,0.009456264775,0,low,
JacksonCore25,FALSE,0.0003472222222,0.0003472222222,low,
JacksonCore26,FALSE,0.0003490401396,0,low,
JacksonCore3,FALSE,0.0006150061501,0,low,
JacksonCore4,FALSE,0.005578800558,0.001400560224,medium,???
JacksonCore5,FALSE,0.003717472119,0.003717472119,low,
JacksonCore6,TRUE,0.03249097473,0.007407407407,medium,
JacksonCore7,FALSE,0.01333333333,0,low,
JacksonCore8,FALSE,0.00136425648,0.00136425648,low,
JacksonCore9,FALSE,0.002756508423,0,low,
JacksonDatabind1,FALSE,0.001400560224,0,low,
JacksonDatabind10,TRUE,0.02275449102,0.003663003663,medium,
JacksonDatabind100,FALSE,0.007263922518,0.0214797136,low,
JacksonDatabind101,FALSE,0.004752851711,0.0009541984733,low,
JacksonDatabind102,FALSE,0,0.01293103448,low,
JacksonDatabind103,FALSE,0.002257336343,0.001693958216,low,
JacksonDatabind104,FALSE,0.02490660025,0,low,
JacksonDatabind105,FALSE,0.09090909091,0.01960784314,low,
JacksonDatabind106,FALSE,0.01425178147,0,low,
JacksonDatabind107,FALSE,0.003311258278,0.003311258278,low,
JacksonDatabind108,FALSE,0.01533135509,0.0005020080321,low,
JacksonDatabind109,FALSE,0.1240875912,0,low,
JacksonDatabind11,FALSE,0.001790510295,0.001790510295,low,
JacksonDatabind110,FALSE,0.01587301587,0.005347593583,low,
JacksonDatabind111,FALSE,0.01079734219,0.005843071786,low,
JacksonDatabind112,FALSE,0.01379310345,0.003484320557,low,
JacksonDatabind12,FALSE,0.004464285714,0.001492537313,low,
JacksonDatabind13,FALSE,0.01336302895,0,low,
JacksonDatabind14,FALSE,0.008050603795,0.0005793742758,low,
JacksonDatabind15,FALSE,0.01358168413,0.003137254902,medium,
JacksonDatabind16,FALSE,0.008771929825,0.008771929825,low,
JacksonDatabind17,FALSE,0.0003131850924,0.0003131850924,low,
JacksonDatabind19,FALSE,0.002512562814,0,low,
JacksonDatabind2,TRUE,0.01124859393,0,medium,
JacksonDatabind20,FALSE,0.002475247525,0,low,
JacksonDatabind21,FALSE,0.01686507937,0,low,
JacksonDatabind22,TRUE,0.01887781856,0.009004237288,medium,
JacksonDatabind23,FALSE,0.1074074074,0,low,
JacksonDatabind24,FALSE,0.002915451895,0.005813953488,low,
JacksonDatabind25,FALSE,0.001393242773,0.001393242773,low,"If we check all the files, by the pattern of the change, it is clear that the the receiver of the method narrowBy is now passed to the method `constructSpecializedType`, and this explains the mappings"
JacksonDatabind26,FALSE,0.003246753247,0.001084598698,low,
JacksonDatabind27,FALSE,0.001165501166,0.001165501166,low,
JacksonDatabind29,FALSE,0.02121212121,0,low,
JacksonDatabind3,FALSE,0.01307189542,0.01307189542,low,
JacksonDatabind30,FALSE,0.00298297947,0,low,
JacksonDatabind31,FALSE,0.02339181287,0.009703504043,low,
JacksonDatabind32,FALSE,0.004437869822,0,low,
JacksonDatabind33,FALSE,0.003773584906,0.0009460737938,low,
JacksonDatabind34,FALSE,0.01136363636,0.01136363636,low,
JacksonDatabind35,FALSE,0.0487804878,0.03305785124,medium,
JacksonDatabind36,FALSE,0.01906412478,0,low,
JacksonDatabind37,FALSE,0.003731343284,0.003731343284,low,
JacksonDatabind38,FALSE,0.05546218487,0.007067137809,low,
JacksonDatabind39,FALSE,0.15625,0,low,p.skipChildren() mapping looks right.
JacksonDatabind4,FALSE,0.04938271605,0,low,
JacksonDatabind40,FALSE,0.01426307448,0,low,
JacksonDatabind42,FALSE,0.01034482759,0,low,
JacksonDatabind43,FALSE,0.02631578947,0.01769911504,low,
JacksonDatabind44,FALSE,0.08049535604,0,low,
JacksonDatabind45,FALSE,0.01265822785,0.006369426752,low,
JacksonDatabind46,FALSE,0.00518134715,0.00518134715,low,
JacksonDatabind47,FALSE,0.006364922207,0,low,
JacksonDatabind48,FALSE,0.006054490414,0,low,
JacksonDatabind49,FALSE,0.02597402597,0,low,
JacksonDatabind5,FALSE,0.00484496124,0,medium,
JacksonDatabind50,FALSE,0.04294478528,0,low,There are actually two java docs which can be mapped. we selected the closer one in term of line numbers.
JacksonDatabind51,FALSE,0.006920415225,0,low,
JacksonDatabind52,FALSE,0.007356547327,0.0004938271605,low,
JacksonDatabind53,TRUE,0.04090419806,0.01164725458,low,
JacksonDatabind54,FALSE,0.006042296073,0.006042296073,low,
JacksonDatabind55,FALSE,0.1106557377,0.004587155963,low,
JacksonDatabind56,FALSE,0.0396039604,0.006825938567,low,
JacksonDatabind57,FALSE,0.0005293806247,0.0005293806247,low,
JacksonDatabind58,FALSE,0.005980861244,0,low,
JacksonDatabind59,FALSE,0.01796875,0,low,
JacksonDatabind60,FALSE,0.1872340426,0.002610966057,low,
JacksonDatabind61,FALSE,0.002166586423,0,low,
JacksonDatabind62,FALSE,0.01834862385,0,low,
JacksonDatabind63,FALSE,0.02075471698,0.003838771593,low,"Based on the logic, its better not to map 134 -> 137"
JacksonDatabind65,FALSE,0.004440497336,0.0017809439,low,
JacksonDatabind66,FALSE,0.01609195402,0.002331002331,low,
JacksonDatabind67,FALSE,0.00153531218,0.00102406554,low,
JacksonDatabind69,FALSE,0.02525252525,0.01530612245,low,
JacksonDatabind7,FALSE,0.006692693809,0,low,
JacksonDatabind70,FALSE,0.001647446458,0.001647446458,low,
JacksonDatabind71,FALSE,0.002415458937,0.002415458937,low,
JacksonDatabind72,FALSE,0.01183431953,0,low,
JacksonDatabind73,FALSE,0.00301464255,0.0008631851532,low,
JacksonDatabind74,FALSE,0.03743315508,0,low,
JacksonDatabind75,FALSE,0.02489626556,0.02083333333,low,
JacksonDatabind76,FALSE,0.00144092219,0.02941176471,low,
JacksonDatabind77,FALSE,0.01744186047,0,low,
JacksonDatabind78,FALSE,0.02759381898,0,low,
JacksonDatabind79,FALSE,0.00582437276,0.002248201439,low,
JacksonDatabind8,FALSE,0.03243243243,0.00278551532,low,
JacksonDatabind80,FALSE,0.01355932203,0,low,
JacksonDatabind81,FALSE,0.0215198386,0.002057613169,low,
JacksonDatabind82,FALSE,0.001102535832,0.001102535832,low,
JacksonDatabind83,FALSE,0,0.006369426752,low,
JacksonDatabind84,FALSE,0.05785123967,0,low,
JacksonDatabind86,FALSE,0.05785123967,0,low,
JacksonDatabind87,FALSE,0.02145214521,0.01166666667,low,
JacksonDatabind88,FALSE,0.02547770701,0,low,
JacksonDatabind89,FALSE,0.006535947712,0,low,
JacksonDatabind90,FALSE,0.00944386149,0.001058201058,low,
JacksonDatabind91,FALSE,0.01510067114,0.001700680272,low,
JacksonDatabind92,FALSE,0.006718924972,0,low,
JacksonDatabind93,FALSE,0.02,0.02,low,
JacksonDatabind94,FALSE,0.04273504274,0,low,
JacksonDatabind95,FALSE,0.002541296061,0.002541296061,low,
JacksonDatabind96,FALSE,0.0004593477262,0.0004593477262,low,
JacksonDatabind97,FALSE,0.005813953488,0.005813953488,low,
JacksonDatabind98,FALSE,0.0202020202,0.002057613169,low,
JacksonDatabind99,FALSE,0.003558718861,0,low,
JacksonXml1,FALSE,0.008333333333,0.004184100418,low,
JacksonXml2,FALSE,0.04900181488,0.001904761905,medium,
JacksonXml3,FALSE,0.001037344398,0.00207253886,low,
JacksonXml4,FALSE,0.01818181818,0.0036900369,low,
JacksonXml5,FALSE,0.004098360656,0.004098360656,low,
JacksonXml6,FALSE,0.05034324943,0,low,
Jsoup1,FALSE,0.01333333333,0.01333333333,low,
Jsoup10,FALSE,0.004395604396,0,low,
Jsoup11,FALSE,0.05813953488,0,low,
Jsoup12,FALSE,0.03370786517,0.002320185615,low,
Jsoup13,FALSE,0.008944543828,0,low,
Jsoup14,FALSE,0.003956478734,0,low,
Jsoup15,FALSE,0.0006747638327,0.0006747638327,low,
Jsoup16,FALSE,0.08695652174,0.04545454545,low,
Jsoup17,FALSE,0.0006747638327,0.0006747638327,low,
Jsoup18,FALSE,0.009523809524,0.004784688995,low,
Jsoup19,FALSE,0.004514672686,0,low,
Jsoup2,FALSE,0.003436426117,0,low,
