url,addedInModifiedFiles,deletedFromModifiedFiles,sizeOfModifiedFilesNew,sizeOfModifiedFilesOld,addedFilesSize,removedFilesSize,addedInModifiedFiles + addedFilesSize,deletedFromModifiedFiles + removedFilesSize,addedInModifiedFiles   sizeOfModifiedFilesNew,deletedInModifiedFiles   sizeOfModifiedFilesOld,(addedInModifiedFiles + addedFilesSize)    ( sizeOfModifiedFilesNew + addedFilesSize),(deletedInModifiedFiles + removedFilesSize)   (sizeOfModifiedFilesOld + removedFilesSize)
Cli22,13,9,276,272,0,0,13,9,0.04710144928,0.03308823529,0.04710144928,0.03308823529
Cli23,6,5,975,974,0,0,6,5,0.006153846154,0.005133470226,0.006153846154,0.005133470226
Cli24,1,2,984,985,0,0,1,2,0.001016260163,0.002030456853,0.001016260163,0.002030456853
Cli25,1,1,984,984,0,0,1,1,0.001016260163,0.001016260163,0.001016260163,0.001016260163
Cli26,5,1,369,365,0,0,5,1,0.0135501355,0.002739726027,0.0135501355,0.002739726027
Cli27,2,2,175,175,0,0,2,2,0.01142857143,0.01142857143,0.01142857143,0.01142857143
Cli28,1,1,410,410,0,0,1,1,0.00243902439,0.00243902439,0.00243902439,0.00243902439
Cli29,2,6,73,77,0,0,2,6,0.02739726027,0.07792207792,0.02739726027,0.07792207792
Cli3,11,2,264,255,0,0,11,2,0.04166666667,0.007843137255,0.04166666667,0.007843137255
Cli30,16,4,1119,1107,0,0,16,4,0.01429848079,0.003613369467,0.01429848079,0.003613369467
Cli31,4,4,2100,2100,0,0,4,4,0.001904761905,0.001904761905,0.001904761905,0.001904761905
Cli32,1,5,1010,1014,0,0,1,5,0.0009900990099,0.004930966469,0.0009900990099,0.004930966469
Cli33,18,1,1042,1025,0,0,18,1,0.01727447217,0.0009756097561,0.01727447217,0.0009756097561
Cli34,2,2,1082,1082,0,0,2,2,0.001848428835,0.001848428835,0.001848428835,0.001848428835
Cli35,3,0,326,323,0,0,3,0,0.009202453988,0,0.009202453988,0
Cli36,3,4,505,506,0,0,3,4,0.005940594059,0.00790513834,0.005940594059,0.00790513834
Cli37,7,1,702,696,0,0,7,1,0.009971509972,0.001436781609,0.009971509972,0.001436781609
Cli38,5,1,707,703,0,0,5,1,0.007072135785,0.001422475107,0.007072135785,0.001422475107
Cli39,12,1,262,251,0,0,12,1,0.04580152672,0.003984063745,0.04580152672,0.003984063745
Cli4,3,1,417,415,0,0,3,1,0.007194244604,0.002409638554,0.007194244604,0.002409638554
Cli40,1,1,261,261,0,0,1,1,0.003831417625,0.003831417625,0.003831417625,0.003831417625
Cli5,3,0,70,67,0,0,3,0,0.04285714286,0,0.04285714286,0
Cli7,2,2,202,202,0,0,2,2,0.009900990099,0.009900990099,0.009900990099,0.009900990099
Cli8,1,1,957,957,0,0,1,1,0.001044932079,0.001044932079,0.001044932079,0.001044932079
Cli9,2,1,431,430,0,0,2,1,0.00464037123,0.002325581395,0.00464037123,0.002325581395
Closure1,3,0,998,995,0,0,3,0,0.003006012024,0,0.003006012024,0
Closure10,1,1,3229,3229,0,0,1,1,0.0003096934035,0.0003096934035,0.0003096934035,0.0003096934035
Closure100,8,1,183,176,0,0,8,1,0.04371584699,0.005681818182,0.04371584699,0.005681818182
Closure101,1,3,483,485,0,0,1,3,0.002070393375,0.00618556701,0.002070393375,0.00618556701
Closure102,1,1,529,529,0,0,1,1,0.001890359168,0.001890359168,0.001890359168,0.001890359168
Closure103,8,0,1987,1979,0,0,8,0,0.004026170106,0,0.004026170106,0
Closure104,1,1,498,498,0,0,1,1,0.002008032129,0.002008032129,0.002008032129,0.002008032129
Closure105,7,5,2025,2023,0,0,7,5,0.003456790123,0.002471576866,0.003456790123,0.002471576866
Closure106,4,2,1835,1833,0,0,4,2,0.002179836512,0.001091107474,0.002179836512,0.001091107474
Closure107,1,0,1000,999,0,0,1,0,0.001,0,0.001,0
Closure108,4,1,614,611,0,0,4,1,0.00651465798,0.001636661211,0.00651465798,0.001636661211
Closure109,5,1,2583,2579,0,0,5,1,0.001935733643,0.0003877471888,0.001935733643,0.0003877471888
Closure11,0,2,1921,1923,0,0,0,2,0,0.001040041602,0,0.001040041602
Closure110,25,4,3056,3035,0,0,25,4,0.008180628272,0.001317957166,0.008180628272,0.001317957166
Closure111,2,1,267,266,0,0,2,1,0.007490636704,0.003759398496,0.007490636704,0.003759398496
Closure112,8,2,1612,1606,0,0,8,2,0.004962779156,0.001245330012,0.004962779156,0.001245330012
Closure113,1,1,1233,1233,0,0,1,1,0.0008110300081,0.0008110300081,0.0008110300081,0.0008110300081
Closure114,1,1,1887,1887,0,0,1,1,0.0005299417064,0.0005299417064,0.0005299417064,0.0005299417064
Closure115,0,11,936,947,0,0,0,11,0,0.0116156283,0,0.0116156283
Closure116,12,0,950,938,0,0,12,0,0.01263157895,0,0.01263157895,0
Closure117,12,12,849,849,0,0,12,12,0.01413427562,0.01413427562,0.01413427562,0.01413427562
Closure118,3,0,1136,1133,0,0,3,0,0.00264084507,0,0.00264084507,0
Closure119,1,0,1360,1359,0,0,1,0,0.0007352941176,0,0.0007352941176,0
Closure12,6,0,302,296,0,0,6,0,0.01986754967,0,0.01986754967,0
Closure120,3,0,727,724,0,0,3,0,0.004126547455,0,0.004126547455,0
Closure121,3,1,735,733,0,0,3,1,0.004081632653,0.00136425648,0.004081632653,0.00136425648
Closure122,2,1,1526,1525,0,0,2,1,0.00131061599,0.0006557377049,0.00131061599,0.0006557377049
Closure123,1,1,1306,1306,0,0,1,1,0.0007656967841,0.0007656967841,0.0007656967841,0.0007656967841
Closure124,2,0,246,244,0,0,2,0,0.008130081301,0,0.008130081301,0
Closure125,1,1,2119,2119,0,0,1,1,0.0004719207173,0.0004719207173,0.0004719207173,0.0004719207173
Closure126,0,4,308,312,0,0,0,4,0,0.01282051282,0,0.01282051282
Closure127,10,1,259,250,0,0,10,1,0.03861003861,0.004,0.03861003861,0.004
Closure128,4,1,1290,1287,0,0,4,1,0.003100775194,0.000777000777,0.003100775194,0.000777000777
Closure129,3,0,220,217,0,0,3,0,0.01363636364,0,0.01363636364,0
Closure13,1,1,211,211,0,0,1,1,0.004739336493,0.004739336493,0.004739336493,0.004739336493
Closure130,1,1,969,969,0,0,1,1,0.001031991744,0.001031991744,0.001031991744,0.001031991744
Closure131,2,1,208,207,0,0,2,1,0.009615384615,0.004830917874,0.009615384615,0.004830917874
Closure132,3,1,1727,1725,0,0,3,1,0.001737116387,0.0005797101449,0.001737116387,0.0005797101449
Closure133,1,0,2453,2452,0,0,1,0,0.0004076640848,0,0.0004076640848,0
Closure134,17,10,1960,1953,0,0,17,10,0.008673469388,0.005120327701,0.008673469388,0.005120327701
Closure135,8,0,1224,1216,0,0,8,0,0.006535947712,0,0.006535947712,0
Closure136,9,21,745,757,0,0,9,21,0.01208053691,0.02774108322,0.01208053691,0.02774108322
Closure137,72,44,3069,3041,0,0,72,44,0.02346041056,0.0144689247,0.02346041056,0.0144689247
Closure138,10,4,1476,1470,0,0,10,4,0.006775067751,0.002721088435,0.006775067751,0.002721088435
Closure139,32,1,633,602,0,0,32,1,0.05055292259,0.001661129568,0.05055292259,0.001661129568
Closure14,1,1,1058,1058,0,0,1,1,0.0009451795841,0.0009451795841,0.0009451795841,0.0009451795841
Closure140,9,6,1698,1695,0,0,9,6,0.005300353357,0.003539823009,0.005300353357,0.003539823009
Closure141,25,3,2702,2680,0,0,25,3,0.009252405625,0.001119402985,0.009252405625,0.001119402985
Closure142,6,0,2491,2485,0,0,6,0,0.002408671216,0,0.002408671216,0
Closure143,4,2,1393,1391,0,0,4,2,0.002871500359,0.001437814522,0.002871500359,0.001437814522
Closure144,43,4,3074,3035,0,0,43,4,0.01398828887,0.001317957166,0.01398828887,0.001317957166
Closure145,13,0,1062,1049,0,0,13,0,0.01224105461,0,0.01224105461,0
Closure146,2,1,941,940,0,0,2,1,0.002125398512,0.001063829787,0.002125398512,0.001063829787
Closure147,7,1,594,588,0,0,7,1,0.01178451178,0.001700680272,0.01178451178,0.001700680272
Closure148,150,77,1811,1738,0,0,150,77,0.08282716731,0.04430379747,0.08282716731,0.04430379747
Closure149,17,8,4911,4902,0,0,17,8,0.003461616779,0.001631986944,0.003461616779,0.001631986944
Closure15,3,0,501,498,0,0,3,0,0.005988023952,0,0.005988023952,0
Closure150,1,15,1500,1514,0,0,1,15,0.0006666666667,0.009907529723,0.0006666666667,0.009907529723
Closure151,13,0,609,596,0,0,13,0,0.02134646962,0,0.02134646962,0
Closure152,4,1,937,934,0,0,4,1,0.004268943436,0.001070663812,0.004268943436,0.001070663812
Closure154,26,19,2587,2580,0,0,26,19,0.01005025126,0.007364341085,0.01005025126,0.007364341085
Closure155,70,4,1873,1807,0,0,70,4,0.03737319808,0.002213613724,0.03737319808,0.002213613724
Closure156,23,11,912,900,0,0,23,11,0.02521929825,0.01222222222,0.02521929825,0.01222222222
Closure157,63,15,3007,2959,0,0,63,15,0.02095111407,0.005069280162,0.02095111407,0.005069280162
Closure158,75,30,2581,2536,0,0,75,30,0.02905850446,0.011829653,0.02905850446,0.011829653
Closure159,3,4,1100,1101,0,0,3,4,0.002727272727,0.003633060854,0.002727272727,0.003633060854
Closure16,9,3,484,478,0,0,9,3,0.01859504132,0.006276150628,0.01859504132,0.006276150628
Closure160,4,4,2009,2009,0,0,4,4,0.001991040319,0.001991040319,0.001991040319,0.001991040319
Closure161,3,0,1389,1386,0,0,3,0,0.002159827214,0,0.002159827214,0
Closure164,17,0,291,274,0,0,17,0,0.05841924399,0,0.05841924399,0
Closure165,29,2,2785,2758,0,0,29,2,0.01041292639,0.0007251631617,0.01041292639,0.0007251631617
Closure166,6,0,596,590,0,0,6,0,0.01006711409,0,0.01006711409,0
Closure167,15,14,1850,1849,0,0,15,14,0.008108108108,0.007571660357,0.008108108108,0.007571660357
Closure168,1,1,2050,2050,0,0,1,1,0.000487804878,0.000487804878,0.000487804878,0.000487804878
Closure169,36,36,3877,3877,0,0,36,36,0.009285530049,0.009285530049,0.009285530049,0.009285530049
Closure17,5,1,2026,2022,0,0,5,1,0.002467917078,0.0004945598417,0.002467917078,0.0004945598417
Closure170,14,3,552,541,0,0,14,3,0.02536231884,0.005545286506,0.02536231884,0.005545286506
Closure171,4,6,3743,3745,0,0,4,6,0.001068661501,0.001602136182,0.001068661501,0.001602136182
Closure172,6,0,2170,2164,0,0,6,0,0.002764976959,0,0.002764976959,0
Closure173,29,6,1969,1946,0,0,29,6,0.01472828847,0.003083247688,0.01472828847,0.003083247688
Closure175,19,19,926,926,0,0,19,19,0.02051835853,0.02051835853,0.02051835853,0.02051835853
Closure18,1,1,2493,2493,0,0,1,1,0.0004011231448,0.0004011231448,0.0004011231448,0.0004011231448
Closure19,2,0,709,707,0,0,2,0,0.002820874471,0,0.002820874471,0
Closure2,4,0,2009,2005,0,0,4,0,0.001991040319,0,0.001991040319,0
Closure20,2,1,1722,1721,0,0,2,1,0.001161440186,0.0005810575247,0.001161440186,0.0005810575247
Closure21,2,19,196,213,0,0,2,19,0.01020408163,0.08920187793,0.01020408163,0.08920187793
Closure22,2,26,196,220,0,0,2,26,0.01020408163,0.1181818182,0.01020408163,0.1181818182
Closure23,7,1,1542,1536,0,0,7,1,0.004539559014,0.0006510416667,0.004539559014,0.0006510416667
Closure24,4,3,413,412,0,0,4,3,0.009685230024,0.007281553398,0.009685230024,0.007281553398
Closure25,2,4,1398,1400,0,0,2,4,0.001430615165,0.002857142857,0.001430615165,0.002857142857
Closure26,5,0,281,276,0,0,5,0,0.01779359431,0,0.01779359431,0
Closure27,6,3,585,582,0,0,6,3,0.01025641026,0.005154639175,0.01025641026,0.005154639175
Closure28,4,0,107,103,0,0,4,0,0.03738317757,0,0.03738317757,0
Closure29,10,0,466,456,0,0,10,0,0.02145922747,0,0.02145922747,0
Closure3,8,2,539,533,0,0,8,2,0.01484230056,0.003752345216,0.01484230056,0.003752345216
Closure30,10,2,938,930,0,0,10,2,0.01066098081,0.002150537634,0.01066098081,0.002150537634
Closure31,0,1,2432,2433,0,0,0,1,0,0.0004110152076,0,0.0004110152076
Closure32,15,3,2362,2350,0,0,15,3,0.006350550381,0.001276595745,0.006350550381,0.001276595745
Closure33,3,0,584,581,0,0,3,0,0.005136986301,0,0.005136986301,0
Closure34,3,5,1949,1951,0,0,3,5,0.001539250898,0.002562788314,0.001539250898,0.002562788314
Closure35,2,15,1400,1413,0,0,2,15,0.001428571429,0.01061571125,0.001428571429,0.01061571125
Closure36,3,0,727,724,0,0,3,0,0.004126547455,0,0.004126547455,0
Closure37,5,1,2009,2005,0,0,5,1,0.002488800398,0.0004987531172,0.002488800398,0.0004987531172
Closure38,1,1,300,300,0,0,1,1,0.003333333333,0.003333333333,0.003333333333,0.003333333333
Closure39,3,3,553,553,0,0,3,3,0.005424954792,0.005424954792,0.005424954792,0.005424954792
Closure4,2,2,400,400,0,0,2,2,0.005,0.005,0.005,0.005
Closure40,1,3,1802,1804,0,0,1,3,0.0005549389567,0.001662971175,0.0005549389567,0.001662971175
Closure41,9,0,849,840,0,0,9,0,0.01060070671,0,0.01060070671,0
Closure42,7,0,1318,1311,0,0,7,0,0.00531107739,0,0.00531107739,0
Closure43,17,0,1970,1953,0,0,17,0,0.008629441624,0,0.008629441624,0
Closure44,2,0,299,297,0,0,2,0,0.006688963211,0,0.006688963211,0
Closure45,6,2,978,974,0,0,6,2,0.006134969325,0.00205338809,0.006134969325,0.00205338809
Closure46,0,16,281,297,0,0,0,16,0,0.05387205387,0,0.05387205387
Closure47,8,3,933,928,0,0,8,3,0.00857449089,0.003232758621,0.00857449089,0.003232758621
Closure48,7,4,1921,1918,0,0,7,4,0.00364393545,0.002085505735,0.00364393545,0.002085505735
Closure49,14,8,594,588,0,0,14,8,0.02356902357,0.01360544218,0.02356902357,0.01360544218
Closure5,3,0,472,469,0,0,3,0,0.006355932203,0,0.006355932203,0
Closure50,6,1,650,645,0,0,6,1,0.009230769231,0.001550387597,0.009230769231,0.001550387597
Closure51,4,1,292,289,0,0,4,1,0.01369863014,0.003460207612,0.01369863014,0.003460207612
Closure52,1,1,1210,1210,0,0,1,1,0.000826446281,0.000826446281,0.000826446281,0.000826446281
Closure53,4,0,443,439,0,0,4,0,0.009029345372,0,0.009029345372,0
Closure54,12,3,2883,2874,0,0,12,3,0.004162330905,0.001043841336,0.004162330905,0.001043841336
Closure55,2,1,539,538,0,0,2,1,0.003710575139,0.001858736059,0.003710575139,0.001858736059
Closure56,4,0,487,483,0,0,4,0,0.008213552361,0,0.008213552361,0
Closure57,1,1,403,403,0,0,1,1,0.002481389578,0.002481389578,0.002481389578,0.002481389578
Closure58,4,0,301,297,0,0,4,0,0.01328903654,0,0.01328903654,0
Closure59,2,1,2057,2056,0,0,2,1,0.0009722897423,0.000486381323,0.0009722897423,0.000486381323
Closure6,0,8,832,840,0,0,0,8,0,0.009523809524,0,0.009523809524
Closure60,5,0,3027,3022,0,0,5,0,0.001651800463,0,0.001651800463,0
Closure61,6,0,3017,3011,0,0,6,0,0.001988730527,0,0.001988730527,0
Closure62,1,1,177,177,0,0,1,1,0.005649717514,0.005649717514,0.005649717514,0.005649717514
Closure64,4,4,2011,2011,0,0,4,4,0.001989060169,0.001989060169,0.001989060169,0.001989060169
Closure65,1,1,1210,1210,0,0,1,1,0.000826446281,0.000826446281,0.000826446281,0.000826446281
Closure66,2,0,1926,1924,0,0,2,0,0.001038421599,0,0.001038421599,0
Closure67,1,1,697,697,0,0,1,1,0.00143472023,0.00143472023,0.00143472023,0.00143472023
Closure68,3,1,2306,2304,0,0,3,1,0.001300954033,0.0004340277778,0.001300954033,0.0004340277778
Closure69,7,0,1923,1916,0,0,7,0,0.003640145606,0,0.003640145606,0
Closure7,5,1,718,714,0,0,5,1,0.006963788301,0.001400560224,0.006963788301,0.001400560224
Closure70,1,1,1811,1811,0,0,1,1,0.0005521811154,0.0005521811154,0.0005521811154,0.0005521811154
Closure71,1,1,642,642,0,0,1,1,0.001557632399,0.001557632399,0.001557632399,0.001557632399
Closure72,3,1,725,723,0,0,3,1,0.004137931034,0.001383125864,0.004137931034,0.001383125864
Closure73,1,1,1193,1193,0,0,1,1,0.0008382229673,0.0008382229673,0.0008382229673,0.0008382229673
Closure74,15,2,1718,1705,0,0,15,2,0.008731082654,0.001173020528,0.008731082654,0.001173020528
Closure75,4,1,2986,2983,0,0,4,1,0.001339584729,0.0003352329869,0.001339584729,0.0003352329869
Closure76,37,6,432,401,0,0,37,6,0.08564814815,0.01496259352,0.08564814815,0.01496259352
Closure77,1,0,1161,1160,0,0,1,0,0.0008613264427,0,0.0008613264427,0
Closure78,0,2,1628,1630,0,0,0,2,0,0.001226993865,0,0.001226993865
Closure79,2,1,1057,1056,0,0,2,1,0.001892147588,0.000946969697,0.001892147588,0.000946969697
Closure8,4,0,250,246,0,0,4,0,0.016,0,0.016,0
Closure80,2,0,2973,2971,0,0,2,0,0.0006727211571,0,0.0006727211571,0
Closure81,7,0,1289,1282,0,0,7,0,0.00543056633,0,0.00543056633,0
Closure82,3,1,1030,1028,0,0,3,1,0.002912621359,0.0009727626459,0.002912621359,0.0009727626459
Closure83,4,1,627,624,0,0,4,1,0.006379585327,0.001602564103,0.006379585327,0.001602564103
Closure84,27,0,1243,1216,0,0,27,0,0.02172164119,0,0.02172164119,0
Closure85,8,14,230,236,0,0,8,14,0.0347826087,0.0593220339,0.0347826087,0.0593220339
Closure86,1,1,2533,2533,0,0,1,1,0.000394788788,0.000394788788,0.000394788788,0.000394788788
Closure87,13,1,1097,1085,0,0,13,1,0.01185050137,0.0009216589862,0.01185050137,0.0009216589862
Closure88,6,0,354,348,0,0,6,0,0.01694915254,0,0.01694915254,0
Closure89,4,1,1936,1933,0,0,4,1,0.002066115702,0.0005173305742,0.002066115702,0.0005173305742
Closure9,2,1,287,286,0,0,2,1,0.006968641115,0.003496503497,0.006968641115,0.003496503497
Closure90,4,1,1675,1672,0,0,4,1,0.002388059701,0.0005980861244,0.002388059701,0.0005980861244
Closure91,9,0,203,194,0,0,9,0,0.04433497537,0,0.04433497537,0
Closure92,1,1,916,916,0,0,1,1,0.001091703057,0.001091703057,0.001091703057,0.001091703057
Closure94,19,0,2341,2322,0,0,19,0,0.008116189663,0,0.008116189663,0
Closure95,7,0,1532,1525,0,0,7,0,0.004569190601,0,0.004569190601,0
Closure96,4,1,1723,1720,0,0,4,1,0.002321532211,0.0005813953488,0.002321532211,0.0005813953488
Closure97,2,1,1196,1195,0,0,2,1,0.001672240803,0.0008368200837,0.001672240803,0.0008368200837
Closure98,19,0,606,587,0,0,19,0,0.03135313531,0,0.03135313531,0
Closure99,6,1,189,184,0,0,6,1,0.03174603175,0.005434782609,0.03174603175,0.005434782609
Codec1,3,3,711,711,0,0,3,3,0.004219409283,0.004219409283,0.004219409283,0.004219409283
Codec10,1,1,185,185,0,0,1,1,0.005405405405,0.005405405405,0.005405405405,0.005405405405
Codec12,29,0,187,158,0,0,29,0,0.1550802139,0,0.1550802139,0
Codec13,14,1,1395,1382,0,0,14,1,0.01003584229,0.0007235890014,0.01003584229,0.0007235890014
Codec14,18,6,1475,1463,0,0,18,6,0.01220338983,0.004101161996,0.01220338983,0.004101161996
Codec16,1,1,539,539,0,0,1,1,0.00185528757,0.00185528757,0.00185528757,0.00185528757
Codec17,1,1,422,422,0,0,1,1,0.002369668246,0.002369668246,0.002369668246,0.002369668246
Codec2,1,1,896,896,0,0,1,1,0.001116071429,0.001116071429,0.001116071429,0.001116071429
Codec3,1,1,1105,1105,0,0,1,1,0.0009049773756,0.0009049773756,0.0009049773756,0.0009049773756
Codec4,1,1,1055,1055,0,0,1,1,0.0009478672986,0.0009478672986,0.0009478672986,0.0009478672986
Codec5,3,0,1071,1068,0,0,3,0,0.002801120448,0,0.002801120448,0
Codec6,5,1,194,190,0,0,5,1,0.02577319588,0.005263157895,0.02577319588,0.005263157895
Codec7,1,1,1071,1071,0,0,1,1,0.0009337068161,0.0009337068161,0.0009337068161,0.0009337068161
Codec8,0,10,1214,1224,0,0,0,10,0,0.008169934641,0,0.008169934641
Codec9,1,1,1061,1061,0,0,1,1,0.0009425070688,0.0009425070688,0.0009425070688,0.0009425070688
Collections25,9,3,1505,1499,0,0,9,3,0.005980066445,0.002001334223,0.005980066445,0.002001334223
Collections26,1,1,281,281,0,0,1,1,0.003558718861,0.003558718861,0.003558718861,0.003558718861
Collections27,7,0,577,570,0,0,7,0,0.01213171577,0,0.01213171577,0
Collections28,10,0,2451,2441,0,0,10,0,0.00407996736,0,0.00407996736,0
Compress1,1,0,414,413,0,0,1,0,0.002415458937,0,0.002415458937,0
Compress10,6,2,969,965,0,0,6,2,0.006191950464,0.00207253886,0.006191950464,0.00207253886
Compress11,2,0,257,255,0,0,2,0,0.007782101167,0,0.007782101167,0
Compress12,7,1,562,556,0,0,7,1,0.01245551601,0.001798561151,0.01245551601,0.001798561151
Compress13,4,0,689,685,0,0,4,0,0.005805515239,0,0.005805515239,0
Compress14,1,8,387,394,0,0,1,8,0.002583979328,0.02030456853,0.002583979328,0.02030456853
Compress15,5,5,689,689,0,0,5,5,0.007256894049,0.007256894049,0.007256894049,0.007256894049
Compress16,2,1,260,259,0,0,2,1,0.007692307692,0.003861003861,0.007692307692,0.003861003861
Compress17,2,1,624,623,0,0,2,1,0.003205128205,0.001605136437,0.003205128205,0.001605136437
Compress18,3,0,584,581,0,0,3,0,0.005136986301,0,0.005136986301,0
Compress19,1,1,357,357,0,0,1,1,0.002801120448,0.002801120448,0.002801120448,0.002801120448
Compress2,32,7,207,182,0,0,32,7,0.154589372,0.03846153846,0.154589372,0.03846153846
Compress20,6,6,525,525,0,0,6,6,0.01142857143,0.01142857143,0.01142857143,0.01142857143
Compress21,2,3,681,682,0,0,2,3,0.002936857562,0.004398826979,0.002936857562,0.004398826979
Compress22,5,17,1035,1047,0,0,5,17,0.004830917874,0.01623686724,0.004830917874,0.01623686724
Compress23,1,1,278,278,0,0,1,1,0.003597122302,0.003597122302,0.003597122302,0.003597122302
Compress24,5,8,630,633,0,0,5,8,0.007936507937,0.01263823065,0.007936507937,0.01263823065
Compress25,1,0,1074,1073,0,0,1,0,0.0009310986965,0,0.0009310986965,0
Compress26,11,0,203,192,0,0,11,0,0.05418719212,0,0.05418719212,0
Compress27,0,4,626,630,0,0,0,4,0,0.006349206349,0,0.006349206349
Compress28,4,1,692,689,0,0,4,1,0.005780346821,0.00145137881,0.005780346821,0.00145137881
Compress29,20,0,4607,4587,0,0,20,0,0.004341219883,0,0.004341219883,0
Compress3,6,0,325,319,0,0,6,0,0.01846153846,0,0.01846153846,0
Compress30,3,0,1038,1035,0,0,3,0,0.00289017341,0,0.00289017341,0
Compress31,0,3,625,628,0,0,0,3,0,0.004777070064,0,0.004777070064
Compress32,2,2,724,724,0,0,2,2,0.002762430939,0.002762430939,0.002762430939,0.002762430939
Compress33,15,0,495,480,0,0,15,0,0.0303030303,0,0.0303030303,0
Compress34,2,1,346,345,0,0,2,1,0.005780346821,0.002898550725,0.005780346821,0.002898550725
Compress35,1,6,610,615,0,0,1,6,0.001639344262,0.009756097561,0.001639344262,0.009756097561
Compress36,3,0,1014,1011,0,0,3,0,0.002958579882,0,0.002958579882,0
Compress37,3,1,766,764,0,0,3,1,0.003916449086,0.001308900524,0.003916449086,0.001308900524
Compress38,1,1,1252,1252,0,0,1,1,0.0007987220447,0.0007987220447,0.0007987220447,0.0007987220447
Compress39,8,1,297,290,0,0,8,1,0.02693602694,0.003448275862,0.02693602694,0.003448275862
