url,addedInModifiedFiles,deletedFromModifiedFiles,sizeOfModifiedFilesNew,sizeOfModifiedFilesOld,addedFilesSize,removedFilesSize,addedInModifiedFiles + addedFilesSize,deletedFromModifiedFiles + removedFilesSize,addedInModifiedFiles   sizeOfModifiedFilesNew,deletedInModifiedFiles   sizeOfModifiedFilesOld,(addedInModifiedFiles + addedFilesSize)    ( sizeOfModifiedFilesNew + addedFilesSize),(deletedInModifiedFiles + removedFilesSize)   (sizeOfModifiedFilesOld + removedFilesSize)
https:github.com/commit/JetBrainsintellij-community97811cf971f7ccf6a5fc5e90a491db2f58d49da1,7,110,541,644,136,0,143,110,0.01293900185,0.1708074534,0.211225997,0.1708074534
https:github.com/commit/JetBrainsintellij-community98ecc4cfd927f388645f6a6bc492c80868b1a11d,30,7,471,448,0,0,30,7,0.06369426752,0.015625,0.06369426752,0.015625
https:github.com/commit/JetBrainsintellij-community9fbf6b852bd9766060307aff960fb597d55e24d3,15,13,151,149,0,0,15,13,0.09933774834,0.08724832215,0.09933774834,0.08724832215
https:github.com/commit/JetBrainsintellij-communitya9379ee529ed87e28c0736c3c6657dcd6a0680e4,111,4,1940,1833,0,0,111,4,0.05721649485,0.002182214948,0.05721649485,0.002182214948
https:github.com/commit/JetBrainsintellij-communitya97341973c3b683d62d1422e5404ed5c7ccf45f8,26,4,346,324,1,0,27,4,0.07514450867,0.01234567901,0.07780979827,0.01234567901
https:github.com/commit/JetBrainsintellij-communityaf618666043f21b3db7e6a1be2aa225ae0f432b4,7,2,1643,1638,0,0,7,2,0.004260499087,0.001221001221,0.004260499087,0.001221001221
https:github.com/commit/JetBrainsintellij-communityd71154ed21e2d5c65bb0ddb000bcb04ca5735048,28,20,1769,1761,0,0,28,20,0.0158281515,0.01135718342,0.0158281515,0.01135718342
https:github.com/commit/JetBrainsintellij-communitye1625136ba12907696ef4c6e922ce073293f3a2c,20,16,1182,1178,0,0,20,16,0.01692047377,0.01358234295,0.01692047377,0.01358234295
https:github.com/commit/JetBrainsintellij-communitye1f0dbc2f09541fc64ce88ee22d8f8f4648004fe,17,7,426,416,0,0,17,7,0.03990610329,0.01682692308,0.03990610329,0.01682692308
https:github.com/commit/JetBrainsintellij-plugins0df7cb00757fe0d4fac8d8b0d5fc46af95feb238,125,16,1661,1552,127,0,252,16,0.07525586996,0.01030927835,0.1409395973,0.01030927835
https:github.com/commit/JetBrainsintellij-plugins83b3092c1ee11b70489732f9e69b8e01c2a966f0,31,17,1630,1616,0,0,31,17,0.01901840491,0.01051980198,0.01901840491,0.01051980198
https:github.com/commit/JoanZapataandroid-iconifyeb500cca282e39d01a9882e1d0a83186da6d1a26,30,9,961,940,0,0,30,9,0.03121748179,0.009574468085,0.03121748179,0.009574468085
https:github.com/commit/MovingBlocksTerasology8f63cc5c8edb8e740026447bc4827f8e8e6c34b1,27,9,302,284,0,0,27,9,0.08940397351,0.03169014085,0.08940397351,0.03169014085
https:github.com/commit/MovingBlocksTerasologydbd2d5048ae5e30fec98ddd969b6c1e91183fb65,7,9,451,453,0,0,7,9,0.0155210643,0.01986754967,0.0155210643,0.01986754967
https:github.com/commit/Netflixeureka1cacbe2ad700275bc575234ff2b32ee0d6493817,15,7,2088,2080,44,0,59,7,0.007183908046,0.003365384615,0.02767354597,0.003365384615
https:github.com/commit/Netflixeurekaf6212a7e474f812f31ddbce6d4f7a7a0d498b751,32,9,2030,2007,0,0,32,9,0.0157635468,0.004484304933,0.0157635468,0.004484304933
https:github.com/commit/SonarSourcesonarqube0d9fcaa4415ee996e423a97cfe0d965586ca59a5,14,2,207,195,0,0,14,2,0.06763285024,0.01025641026,0.06763285024,0.01025641026
https:github.com/commit/SonarSourcesonarqube7668c875dfa7240b1ec08eb60b42107bae1b4cd3,60,17,1100,1057,0,0,60,17,0.05454545455,0.01608325449,0.05454545455,0.01608325449
https:github.com/commit/SonarSourcesonarqubec55a8c3761e9aae9f375d312c14b1bbb9ee9c0fa,60,17,1078,1035,0,0,60,17,0.05565862709,0.01642512077,0.05565862709,0.01642512077
https:github.com/commit/VoltDBvoltdbc1359c843bd03a694f846c8140e24ed646bbb913,78,74,260,256,0,0,78,74,0.3,0.2890625,0.3,0.2890625
https:github.com/commit/VoltDBvoltdbc9b2006381301c99b66c50c4b31f329caac06137,31,11,794,774,0,0,31,11,0.03904282116,0.0142118863,0.03904282116,0.0142118863
https:github.com/commit/VoltDBvoltdbcfc54e8afa7ee7d5376525a84559e90b21487ccf,216,110,947,841,97,0,313,110,0.2280887012,0.1307966706,0.2998084291,0.1307966706
https:github.com/commit/VoltDBvoltdbd47e58f9bbce9a816378e8a7930c1de67a864c29,9,3,333,327,0,0,9,3,0.02702702703,0.009174311927,0.02702702703,0.009174311927
https:github.com/commit/WhisperSystemsSignal-Androidf0b2cc559026871c1b4d8e008666afb590553004,35,6,651,622,86,0,121,6,0.05376344086,0.009646302251,0.1641791045,0.009646302251
https:github.com/commit/abarisaindmix885771d57c97bd2dd48951e8aeaaa87ceb87532b,16,22,70,76,0,0,16,22,0.2285714286,0.2894736842,0.2285714286,0.2894736842
https:github.com/commit/apachecamelab1d1dd78fe53edb50c4ede447e4ac5a55ee2ac9,20,4,761,745,1033,0,1053,4,0.02628120894,0.005369127517,0.5869565217,0.005369127517
https:github.com/commit/apachecamelcb0935e3af05b333b5c85a4fb3b1846836218f11,15,6,396,387,94,0,109,6,0.03787878788,0.01550387597,0.2224489796,0.01550387597
https:github.com/commit/apachecassandra1a2c1bcdc7267abec9b19d77726aedbb045d79a8,113,5,160,52,0,0,113,5,0.70625,0.09615384615,0.70625,0.09615384615
https:github.com/commit/apachecassandra2b0a8f6bdac621badabcb9921c077260f2470c26,10,5,545,540,0,0,10,5,0.01834862385,0.009259259259,0.01834862385,0.009259259259
https:github.com/commit/apachecassandra4fcd7d4d366d001cf5f1f7d926c608c902e3f0af,0,64,92,156,103,0,103,64,0,0.4102564103,0.5282051282,0.4102564103
https:github.com/commit/apachecommons-langd9a2c69a9d1db6072e1d7b7ea4fcbd5c15d20b5d,31,14,3628,3611,0,0,31,14,0.008544652701,0.003877042371,0.008544652701,0.003877042371
https:github.com/commit/apachedrill711992f22ae6d6dfc43bdb4c01bf8f921d175b38,84,42,718,676,0,0,84,42,0.1169916435,0.06213017751,0.1169916435,0.06213017751
https:github.com/commit/apachegiraphadd1d4f07c925b8a9044cb3aa5bb4abdeaf49fc7,38,9,659,630,40,0,78,9,0.05766312595,0.01428571429,0.1115879828,0.01428571429
https:github.com/commit/apachehive240097b78b70172e1cf9bc37876a566ddfb9e115,6,6,847,847,0,0,6,6,0.007083825266,0.007083825266,0.007083825266,0.007083825266
https:github.com/commit/apachehive4ccc0c37aabbd90ecaa36fcc491e2270e7e9bea6,25,7,284,266,0,0,25,7,0.08802816901,0.02631578947,0.08802816901,0.02631578947
https:github.com/commit/apachehive5f78f9ef1e6c798849d34cc66721e6c1d9709b6f,111,4,3185,3078,0,0,111,4,0.03485086342,0.001299545159,0.03485086342,0.001299545159
https:github.com/commit/apachehive999e0e3616525d77cf46c5865f9981b5a6b5609a,30,34,2997,3001,0,0,30,34,0.01001001001,0.01132955681,0.01001001001,0.01132955681
https:github.com/commit/apachehivef664789737d516ac664462732664121acc111a1e,25,9,587,571,0,0,25,9,0.04258943782,0.01576182137,0.04258943782,0.01576182137
https:github.com/commit/apachepig7a1659c12d76b510809dea1dea1f5100bcf4cd60,17,12,659,654,0,0,17,12,0.02579666161,0.01834862385,0.02579666161,0.01834862385
https:github.com/commit/apachepig92dce401344a28ff966ad4cf3dd969a676852315,41,18,1428,1405,0,0,41,18,0.02871148459,0.0128113879,0.02871148459,0.0128113879
https:github.com/commit/apereocas7fb0d1ce3b6583013e81ac05eb9afb15d20eab7f,11,5,241,235,0,0,11,5,0.04564315353,0.02127659574,0.04564315353,0.02127659574
https:github.com/commit/assertjassertjb36ab386559d04db114db8edd87c8d4cbf850c12,88,1581,846,2339,1544,0,1632,1581,0.1040189125,0.6759298846,0.6828451883,0.6759298846
https:github.com/commit/belabanJGroupsf1533756133dec84ce8218202585ac85904da7c9,57,40,305,288,0,0,57,40,0.1868852459,0.1388888889,0.1868852459,0.1388888889
https:github.com/commit/bitcoinjbitcoinj95bfa40630e34f6f369e0055d9f37f49bca60247,15,2,1690,1677,0,0,15,2,0.008875739645,0.001192605844,0.008875739645,0.001192605844
https:github.com/commit/brettwooldridgeHikariCPcd8c4d578a609bdd6395d3a8c49bfd19ed700dea,78,0,166,88,0,125,78,125,0.4698795181,0,0.4698795181,0.5868544601
https:github.com/commit/brettwooldridgeHikariCPe19c6874431dc2c3046436c2ac249a0ab2ef3457,22,12,401,391,0,0,22,12,0.05486284289,0.03069053708,0.05486284289,0.03069053708
https:github.com/commit/brianfrankcooperYCSB0b024834549c53512ef18bce89f60ef9225d4819,33,45,1589,1601,0,0,33,45,0.02076777848,0.02810743285,0.02076777848,0.02810743285
https:github.com/commit/bumptechglide0d4b27952751de0caab01774048c3e0ec74824ce,29,13,426,410,0,0,29,13,0.06807511737,0.03170731707,0.06807511737,0.03170731707
https:github.com/commit/checkstylecheckstyle5a9b7249e3d092a78ac8e7d48aeeb62bf1c44e20,44,29,206,191,0,0,44,29,0.213592233,0.1518324607,0.213592233,0.1518324607
https:github.com/commit/checkstylecheckstylec9c475a6c7a8cb728ba1c091b386db46f11a781f,11,8,345,342,0,0,11,8,0.03188405797,0.02339181287,0.03188405797,0.02339181287
https:github.com/commit/crashubcrash2801269c7e47bd6e243612654a74cee809d20959,14,2,89,77,19,0,33,2,0.1573033708,0.02597402597,0.3055555556,0.02597402597
https:github.com/commit/datastaxjava-driver3a0603f8f778be3219a5a0f3a7845cda65f1e172,20,9,200,189,0,0,20,9,0.1,0.04761904762,0.1,0.04761904762
https:github.com/commit/deeplearning4jdeeplearning4j3325f5ccd23f8016fa28a24f878b54f1918546ed,60,27,552,519,0,0,60,27,0.1086956522,0.05202312139,0.1086956522,0.05202312139
https:github.com/commit/deeplearning4jdeeplearning4j3d080545362794ac5ab63a6cf1bdfb523a0d92a5,22,7,68,53,0,0,22,7,0.3235294118,0.1320754717,0.3235294118,0.1320754717
https:github.com/commit/deeplearning4jdeeplearning4jc50064efb325b0c94cc62788b4c8935b7c39ac40,82,20,692,630,0,0,82,20,0.1184971098,0.03174603175,0.1184971098,0.03174603175
https:github.com/commit/deeplearning4jdeeplearning4jd4992887291cc0a7eeda87ad547fa9e1e7fda41c,20,6,2086,2072,0,0,20,6,0.009587727709,0.002895752896,0.009587727709,0.002895752896
https:github.com/commit/dreamheadmoco55ffa2f3353c5dc77fe6b790e5e045b76a07a772,20,18,179,177,0,0,20,18,0.1117318436,0.1016949153,0.1117318436,0.1016949153
https:github.com/commit/dropwizardmetrics4c6ab3d77cc67c7a91155d884077520dcf1509c6,29,6,665,642,0,0,29,6,0.04360902256,0.009345794393,0.04360902256,0.009345794393
https:github.com/commit/eclipsejetty.project837d1a74bb7d694220644a2539c4440ce55462cf,81,4,1965,1888,0,0,81,4,0.04122137405,0.002118644068,0.04122137405,0.002118644068
https:github.com/commit/fabric8iofabric88127b21a220ca677c4e59961d019e7753da7ea6e,14,5,1304,1295,0,0,14,5,0.01073619632,0.003861003861,0.01073619632,0.003861003861
https:github.com/commit/fabric8iofabric89e61a71540da58c3208fd2c7737f793c3f81e5ae,137,48,379,290,0,0,137,48,0.3614775726,0.1655172414,0.3614775726,0.1655172414
https:github.com/commit/fabric8iofabric8e068eb7f484f24dee285d29b8a910d9019592020,62,16,1410,1364,69,0,131,16,0.04397163121,0.01173020528,0.08857336038,0.01173020528
https:github.com/commit/facebookbuck6c93f15f502f39dff99ecb01b56dcad7dddb0f0d,15,7,430,422,0,0,15,7,0.03488372093,0.01658767773,0.03488372093,0.01658767773
https:github.com/commit/facebookbuck7e104c3ed4b80ec8e9b72356396f879d1067cc40,124,90,733,699,0,0,124,90,0.1691678035,0.1287553648,0.1691678035,0.1287553648
https:github.com/commit/facebookbuck84b7b3974ae8171a4de2f804eb94fcd1d6cd6647,2,2,280,280,0,0,2,2,0.007142857143,0.007142857143,0.007142857143,0.007142857143
https:github.com/commit/facebookbucka1525ac9a0bb8f727167a8be94c81a3415128ef4,39,4,217,182,0,0,39,4,0.1797235023,0.02197802198,0.1797235023,0.02197802198
https:github.com/commit/facebookbuckecd0ad5ab99b8d14f28881cf4f49ec01f2221776,76,55,687,666,0,0,76,55,0.1106259098,0.08258258258,0.1106259098,0.08258258258
https:github.com/commit/facebookbuckf26d234e8d3458f34454583c22e3bd5f4b2a5da8,21,19,895,893,0,0,21,19,0.02346368715,0.02127659574,0.02346368715,0.02127659574
https:github.com/commit/geoservergeoserver07c26a3a1dd6fcc2494c2d755ee5a2753e0df87c,3,2,232,231,0,0,3,2,0.01293103448,0.008658008658,0.01293103448,0.008658008658
https:github.com/commit/glyptodonguacamole-clientce1f3d07976de31aed8f8189ec5e1a6453f4b580,101,91,430,420,0,0,101,91,0.2348837209,0.2166666667,0.2348837209,0.2166666667
https:github.com/commit/glyptodonguacamole-clientebb483320d971ff4d9e947309668f5da1fcd3d23,101,91,430,420,0,0,101,91,0.2348837209,0.2166666667,0.2348837209,0.2166666667
https:github.com/commit/go-lang-plugin-orggo-lang-idea-plugin0b93231025f51c7ec62fd8588985c5dc807854e4,15,5,215,205,0,0,15,5,0.06976744186,0.0243902439,0.06976744186,0.0243902439
https:github.com/commit/googleauto8fc60d81fe0e46e7e5c96e71d4a93fcadc6bde4f,83,56,338,311,0,0,83,56,0.2455621302,0.1800643087,0.2455621302,0.1800643087
https:github.com/commit/googleclosure-compiler5a853a60f93e09c446d458673bc7a2f6bb26742c,341,2,533,194,0,433,341,435,0.6397748593,0.01030927835,0.6397748593,0.6937799043
https:github.com/commit/googleguava5bab9e837cf273250aa26702204f139fdcfd9e7a,184,41,941,798,0,0,184,41,0.1955366631,0.05137844612,0.1955366631,0.05137844612
https:github.com/commit/googletruth1768840bf1e69892fd2a23776817f620edfed536,209,94,911,796,0,165,209,259,0.2294182217,0.1180904523,0.2294182217,0.2695109261
https:github.com/commit/googletruth200f1577d238a6d3fbcf99cb2a2585b2071214a6,43,19,703,679,0,0,43,19,0.06116642959,0.02798232695,0.06116642959,0.02798232695
https:github.com/commit/gradlegradle3a7ccf5a252077332b9505acb22f190745f726f7,18,21,620,623,0,0,18,21,0.02903225806,0.03370786517,0.02903225806,0.03370786517
https:github.com/commit/gradlegradle681dc6346ce3cf5be5c5985faad120a18949cee0,13,0,267,254,0,0,13,0,0.04868913858,0,0.04868913858,0
https:github.com/commit/gradlegradleb1fb1192daa1647b0bd525600dd41063765eca70,53,35,276,258,0,0,53,35,0.1920289855,0.1356589147,0.1920289855,0.1356589147
https:github.com/commit/gradlegradlef394599bf1423be0be2d5822ed7f1271d2841225,1,2,47,48,0,0,1,2,0.02127659574,0.04166666667,0.02127659574,0.04166666667
https:github.com/commit/greenrobotgreenDAOd6d9dd4365387816fda6987a4ad9b679c27e72a3,2,2,49,49,0,0,2,2,0.04081632653,0.04081632653,0.04081632653,0.04081632653
https:github.com/commit/gwtprojectgwte0dda9f61b7c409944c4734edf75b108e0288f59,363,4,449,90,0,455,363,459,0.8084632517,0.04444444444,0.8084632517,0.8422018349
https:github.com/commit/hibernatehibernate-orm0b6ea757e34a63b1421b77ed5fbb61398377aab1,2,94,328,420,445,0,447,94,0.006097560976,0.2238095238,0.5782664942,0.2238095238
https:github.com/commit/hibernatehibernate-orm2b89553db5081fe4e55b7b34d636d0ea2acf71c5,23,20,380,377,0,0,23,20,0.06052631579,0.05305039788,0.06052631579,0.05305039788
https:github.com/commit/hierynomussshj7c26ac669a4e17ca1d2319a5049a56424fd33104,5,4,40,39,59,0,64,4,0.125,0.1025641026,0.6464646465,0.1025641026
https:github.com/commit/iNPUTmiceConversationse6cb12dfe414497b4317820497985c110cb81864,27,10,627,610,0,0,27,10,0.04306220096,0.01639344262,0.04306220096,0.01639344262
https:github.com/commit/infinispaninfinispan03573a655bcbb77f7a76d8e22d851cc22796b4f8,32,5,1519,1492,0,0,32,5,0.02106649111,0.003351206434,0.02106649111,0.003351206434
https:github.com/commit/jOOQjOOQ227254cf769f3e821ed1b2ef2d88c4ec6b20adea,134,15,5223,5104,0,0,134,15,0.0256557534,0.002938871473,0.0256557534,0.002938871473
https:github.com/commit/jOOQjOOQ58a4e74d28073e7c6f15d1f225ac1c2fd9aa4357,77,46,1646,1615,0,0,77,46,0.0467800729,0.02848297214,0.0467800729,0.02848297214
https:github.com/commit/jaywayrest-assured7cac88b9a28efc05bdc60e585e3291862ffc9da1,15,14,729,728,0,0,15,14,0.02057613169,0.01923076923,0.02057613169,0.01923076923
https:github.com/commit/jboss-developerjboss-eap-quickstarts983e0e0e22ab5bd2c6ea44235518057ea45dcca9,2,2,87,87,0,0,2,2,0.02298850575,0.02298850575,0.02298850575,0.02298850575
https:github.com/commit/jlinejline280d3ffb5aafa90992385c17e8338c2cc5def3cec,29,1,4004,3976,0,0,29,1,0.007242757243,0.0002515090543,0.007242757243,0.0002515090543
https:github.com/commit/junit-teamjunit56b575f2ee5f02288a774ff0a85ce3a3e3cb6946f,21,66,229,274,76,0,97,66,0.09170305677,0.2408759124,0.3180327869,0.2408759124
https:github.com/commit/k9mailk-99d44f0e06232661259681d64002dd53c7c43099d,62,35,6485,6458,0,0,62,35,0.009560524287,0.005419634562,0.009560524287,0.005419634562
https:github.com/commit/kiegroupdrools7ffc62aa554f5884064b81ee80078e35e3833006,89,19,1215,1145,0,0,89,19,0.07325102881,0.01659388646,0.07325102881,0.01659388646
https:github.com/commit/kiegroupjbpm83cfa21578e63956bca0715eefee2860c3b6d39a,63,22,948,907,0,0,63,22,0.0664556962,0.02425578831,0.0664556962,0.02425578831
https:github.com/commit/koushAndroidAsync1bc7905b07821f840068089343e6b77a8686d1ab,24,14,1063,1053,0,0,24,14,0.02257761054,0.01329534663,0.02257761054,0.01329534663
https:github.com/commit/kuujocopycat19a49f8f36b2f6d82534dc13504d672e41a3a8d1,211,210,666,665,0,0,211,210,0.3168168168,0.3157894737,0.3168168168,0.3157894737
https:github.com/commit/languagetool-orglanguagetool01cddc5afb590b4d36cb784637a8ea8aa31d3561,220,214,523,517,0,0,220,214,0.4206500956,0.413926499,0.4206500956,0.413926499
https:github.com/commit/lealoneLealone7a2e0ae5f6172cbe34f9bc4a5cde666314ff75dd,26,28,227,229,0,0,26,28,0.1145374449,0.1222707424,0.1145374449,0.1222707424
https:github.com/commit/libgdxlibgdx2bd1557bc293cb8c2348374771aad832befbe26f,11,15,342,346,0,0,11,15,0.03216374269,0.04335260116,0.03216374269,0.04335260116
https:github.com/commit/liferayliferay-plugins720b0d2064ecc4403809e794075e9fe8cfa857f1,37,2,2500,2465,0,0,37,2,0.0148,0.0008113590264,0.0148,0.0008113590264
https:github.com/commit/liferayliferay-plugins7c7ecf4cffda166938efd0ae34830e2979c25c73,42,22,328,308,0,0,42,22,0.1280487805,0.07142857143,0.1280487805,0.07142857143
https:github.com/commit/liferayliferay-pluginsd99695841fa675ea9150602b1132f037093e867d,56,12,172,128,0,0,56,12,0.3255813953,0.09375,0.3255813953,0.09375
https:github.com/commit/liferayliferay-portal59fd9e696cec5f2ed44c27422bbc426b11647321,24,5,675,656,0,132,24,137,0.03555555556,0.00762195122,0.03555555556,0.173857868
https:github.com/commit/linkedinrest.libd0d3bf75d31a8b5db34b8b66dfb28e5e1f492de,148,65,1275,1192,0,138,148,203,0.1160784314,0.05453020134,0.1160784314,0.1526315789
https:github.com/commit/mockitomockito2d036ecf1d7170b4ec7346579a1ef8904109530a,76,27,268,219,0,0,76,27,0.2835820896,0.1232876712,0.2835820896,0.1232876712
https:github.com/commit/nettynetty303cb535239a6f07cbe24a033ef965e2f55758eb,2,6,1557,1561,0,0,2,6,0.001284521516,0.003843689942,0.001284521516,0.003843689942
https:github.com/commit/nettynetty9d347ffb91f34933edb7b1124f6b70c3fc52e220,59,33,974,948,87,0,146,33,0.06057494867,0.03481012658,0.137606032,0.03481012658
https:github.com/commit/nutzamnutz6599c748ef35d38085703cf3bd41b9b5b6af5f32,87,4,562,479,0,0,87,4,0.1548042705,0.008350730689,0.1548042705,0.008350730689
https:github.com/commit/nutzamnutzde7efe40dad0f4bb900c4fffa80ed377745532b3,393,214,847,668,0,0,393,214,0.4639905549,0.3203592814,0.4639905549,0.3203592814
https:github.com/commit/openhabopenhab1-addonscf1efb6d27a4037cdbe5a780afa6053859a60d4a,197,39,498,340,0,0,197,39,0.3955823293,0.1147058824,0.3955823293,0.1147058824
https:github.com/commit/openhabopenhab1-addonsf25fa3ae35e4a60a2b7f79a88f14d46ce6cebf55,27,23,185,181,0,0,27,23,0.1459459459,0.1270718232,0.1459459459,0.1270718232
https:github.com/commit/opentripplannerOpenTripPlanner334dbc7cf3432e7c17b0ed98801e61b0b591b408,13,29,500,516,22,0,35,29,0.026,0.05620155039,0.06704980843,0.05620155039
