url,refactoring,type,ignoredMappings,ignoredElements,RM2_TP_raw_abstractMapping,RM2_TP_abstractMapping,RM2_FP_abstractMapping,RM2_FN_abstractMapping,RM2_TP_raw_programElement,RM2_TP_programElement,RM2_FP_programElement,RM2_FN_programElement,RMD_TP_raw_abstractMapping,RMD_TP_abstractMapping,RMD_FP_abstractMapping,RMD_FN_abstractMapping,RMD_TP_raw_programElement,RMD_TP_programElement,RMD_FP_programElement,RMD_FN_programElement
https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9,Rename Variable	bShell : long to bInsertion : long in method private runTest(testable Testable  unsorted Integer[]  sorted Integer[]  results double[]  count int) : int from class com.jwetherell.algorithms.sorts.timing.SortsTiming,RENAME_VARIABLE,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0
https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9,Rename Variable	aShell : long to aInsertion : long in method private runTest(testable Testable  unsorted Integer[]  sorted Integer[]  results double[]  count int) : int from class com.jwetherell.algorithms.sorts.timing.SortsTiming,RENAME_VARIABLE,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0
https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9,Rename Variable	bMerge : long to bInsertion : long in method private runTest(testable Testable  unsorted Integer[]  sorted Integer[]  results double[]  count int) : int from class com.jwetherell.algorithms.sorts.timing.SortsTiming,RENAME_VARIABLE,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0
https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9,Rename Variable	bMerge : long to bInsertion : long in method private runTest(testable Testable  unsorted Integer[]  sorted Integer[]  results double[]  count int) : int from class com.jwetherell.algorithms.sorts.timing.SortsTiming,RENAME_VARIABLE,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0
https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9,Rename Variable	aMerge : long to aInsertion : long in method private runTest(testable Testable  unsorted Integer[]  sorted Integer[]  results double[]  count int) : int from class com.jwetherell.algorithms.sorts.timing.SortsTiming,RENAME_VARIABLE,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0
https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9,Rename Variable	aMerge : long to aInsertion : long in method private runTest(testable Testable  unsorted Integer[]  sorted Integer[]  results double[]  count int) : int from class com.jwetherell.algorithms.sorts.timing.SortsTiming,RENAME_VARIABLE,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0
https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9,Rename Variable	bQuick : long to bInsertion : long in method private runTest(testable Testable  unsorted Integer[]  sorted Integer[]  results double[]  count int) : int from class com.jwetherell.algorithms.sorts.timing.SortsTiming,RENAME_VARIABLE,0,0,24,24,0,0,0,0,0,0,24,24,0,0,0,0,0,0
https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9,Rename Variable	aQuick : long to aInsertion : long in method private runTest(testable Testable  unsorted Integer[]  sorted Integer[]  results double[]  count int) : int from class com.jwetherell.algorithms.sorts.timing.SortsTiming,RENAME_VARIABLE,0,0,24,24,0,0,0,0,0,0,24,24,0,0,0,0,0,0
https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9,Rename Variable	bHeap : long to bInsertion : long in method private runTest(testable Testable  unsorted Integer[]  sorted Integer[]  results double[]  count int) : int from class com.jwetherell.algorithms.sorts.timing.SortsTiming,RENAME_VARIABLE,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0
https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9,Rename Variable	aHeap : long to aInsertion : long in method private runTest(testable Testable  unsorted Integer[]  sorted Integer[]  results double[]  count int) : int from class com.jwetherell.algorithms.sorts.timing.SortsTiming,RENAME_VARIABLE,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0
https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9,Rename Variable	bCounting : long to bInsertion : long in method private runTest(testable Testable  unsorted Integer[]  sorted Integer[]  results double[]  count int) : int from class com.jwetherell.algorithms.sorts.timing.SortsTiming,RENAME_VARIABLE,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0
https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9,Rename Variable	aCounting : long to aInsertion : long in method private runTest(testable Testable  unsorted Integer[]  sorted Integer[]  results double[]  count int) : int from class com.jwetherell.algorithms.sorts.timing.SortsTiming,RENAME_VARIABLE,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0
https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9,Rename Variable	bRadix : long to bInsertion : long in method private runTest(testable Testable  unsorted Integer[]  sorted Integer[]  results double[]  count int) : int from class com.jwetherell.algorithms.sorts.timing.SortsTiming,RENAME_VARIABLE,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0
https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9,Rename Variable	bRadix : long to bInsertion : long in method private runTest(testable Testable  unsorted Integer[]  sorted Integer[]  results double[]  count int) : int from class com.jwetherell.algorithms.sorts.timing.SortsTiming,RENAME_VARIABLE,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0
https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9,Rename Variable	aRadix : long to aInsertion : long in method private runTest(testable Testable  unsorted Integer[]  sorted Integer[]  results double[]  count int) : int from class com.jwetherell.algorithms.sorts.timing.SortsTiming,RENAME_VARIABLE,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0
https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9,Rename Variable	aRadix : long to aInsertion : long in method private runTest(testable Testable  unsorted Integer[]  sorted Integer[]  results double[]  count int) : int from class com.jwetherell.algorithms.sorts.timing.SortsTiming,RENAME_VARIABLE,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0
