"ParentTypesPair","First","Second","URL"
"MethodInvocation:SimpleType","SimpleName: conf [2609,2613]","SimpleName: LocalBlockOutStream [3517,3536]","https://github.com/Alluxio/alluxio/commit/b0938501f1014cf663e33b44ed5bb9b24d19a358"
"MethodInvocation:SimpleType","SimpleName: TachyonFS [2426,2435]","SimpleName: IOException [3080,3091]","https://github.com/Alluxio/alluxio/commit/b0938501f1014cf663e33b44ed5bb9b24d19a358"
"MethodInvocation:VariableDeclarationFragment","SimpleName: get [2436,2439]","SimpleName: os [3113,3115]","https://github.com/Alluxio/alluxio/commit/b0938501f1014cf663e33b44ed5bb9b24d19a358"
"MethodInvocation:VariableDeclarationFragment","SimpleName: feed [811,815]","SimpleName: icon [805,809]","https://github.com/Athou/commafeed/commit/18a7bd1fd1a83b3b8d1b245e32f78c0b4443b7a7"
"ClassInstanceCreation:MethodInvocation","SimpleName: updateSize [44104,44114]","SimpleName: size [44479,44483]","https://github.com/CyanogenMod/android_frameworks_base/commit/f1b8ae1c44e6ba46118c2f66eae1725259acdccc"
"Assignment:SuperMethodInvocation","SimpleName: rename [2844,2850]","SimpleName: newName [2838,2845]","https://github.com/JetBrains/MPS/commit/ce4b0e22659c16ae83d421f9621fd3e922750764"
"Assignment:MethodInvocation","SimpleName: myScopeExpanded [54052,54067]","SimpleName: lowerCased [53854,53864]","https://github.com/JetBrains/intellij-community/commit/619a6012da868d0d42d9628460f2264effe9bdba"
"MethodInvocation:TypeDeclaration","SimpleName: IDE [12686,12689]","SimpleName: IdeScriptBindings [8094,8111]","https://github.com/JetBrains/intellij-community/commit/6b90205e9f7bbd1570f600d3812fd3efa1a0597e"
"FieldAccess:SimpleType","SimpleName: courses [5543,5550]","SimpleName: CourseInfo [6136,6146]","https://github.com/JetBrains/intellij-community/commit/7ed3f273ab0caf0337c22f0b721d51829bb0c877"
"MethodDeclaration:TryStatement","Block [5388,5943]","Block [5930,6655]","https://github.com/JetBrains/intellij-community/commit/7ed3f273ab0caf0337c22f0b721d51829bb0c877"
"ConditionalExpression:MethodInvocation","SimpleName: getVirtualFile [42778,42792]","SimpleName: virtualFile [42561,42572]","https://github.com/JetBrains/intellij-community/commit/8d7a26edd1fedb9505b4f2b4fe57b2d2958b4dd9"
"ArrayInitializer:MethodInvocation","SimpleName: getVirtualFile [33528,33542]","SimpleName: virtualFile [33573,33584]","https://github.com/JetBrains/intellij-community/commit/8d7a26edd1fedb9505b4f2b4fe57b2d2958b4dd9"
"MethodInvocation:TypeDeclaration","SimpleName: MyLoggerFactory [14734,14749]","SimpleName: LogSetup [2222,2230]","https://github.com/JetBrains/intellij-community/commit/97811cf971f7ccf6a5fc5e90a491db2f58d49da1"
"MethodDeclaration:SimpleType","SimpleName: IOException [4318,4329]","SimpleName: clear [4237,4242]","https://github.com/JetBrains/intellij-community/commit/9fbf6b852bd9766060307aff960fb597d55e24d3"
"Assignment:SimpleType","SimpleName: res [16066,16069]","SimpleName: Element [16121,16128]","https://github.com/JetBrains/intellij-community/commit/e1625136ba12907696ef4c6e922ce073293f3a2c"
"MethodInvocation:ReturnStatement","SimpleName: res [16822,16825]","SimpleName: compilerArg [17110,17121]","https://github.com/JetBrains/intellij-community/commit/e1625136ba12907696ef4c6e922ce073293f3a2c"
"IfStatement:MethodDeclaration","Block [42984,43016]","Block [43468,43753]","https://github.com/JetBrains/intellij-plugins/commit/83b3092c1ee11b70489732f9e69b8e01c2a966f0"
"SingleVariableDeclaration:VariableDeclarationFragment","SimpleName: message [42510,42517]","SimpleName: error [43461,43466]","https://github.com/JetBrains/intellij-plugins/commit/83b3092c1ee11b70489732f9e69b8e01c2a966f0"
"InfixExpression:MethodInvocation","SimpleName: previewGen [7926,7936]","SimpleName: ensurePreviewUnloaded [8278,8299]","https://github.com/MovingBlocks/Terasology/commit/8f63cc5c8edb8e740026447bc4827f8e8e6c34b1"
"MethodInvocation:SimpleType","SimpleName: StatusChangeEvent [84965,84982]","SimpleName: fireEvent [84876,84885]","https://github.com/Netflix/eureka/commit/1cacbe2ad700275bc575234ff2b32ee0d6493817"
"IfStatement:MethodDeclaration","Block [84951,85082]","Block [84869,84937]","https://github.com/Netflix/eureka/commit/1cacbe2ad700275bc575234ff2b32ee0d6493817"
"SimpleType:VariableDeclarationFragment","SimpleName: String [1501,1507]","SimpleName: config [1522,1528]","https://github.com/VoltDB/voltdb/commit/c1359c843bd03a694f846c8140e24ed646bbb913"
"MethodInvocation:SimpleType","SimpleName: toString [21841,21849]","SimpleName: IOException [23874,23885]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"MethodInvocation:VariableDeclarationFragment","SimpleName: leaderBroker [21446,21458]","SimpleName: rq [22854,22856]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"InfixExpression:MethodInvocation","SimpleName: ex [22236,22238]","SimpleName: ofr [24845,24848]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"SimpleType:VariableDeclarationFragment","SimpleName: Map [20364,20367]","SimpleName: earlyRq [21627,21634]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"MethodInvocation:SimpleType","SimpleName: TopicAndPartition [20368,20385]","SimpleName: singletonMap [21690,21702]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"MethodInvocation:SimpleType","SimpleName: getHost [21459,21466]","SimpleName: OffsetFetchRequest [22863,22881]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"Assignment:MethodInvocation","SimpleName: m_coordinator [21674,21687]","SimpleName: NotCoordinatorForConsumerCode [23442,23471]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"MethodInvocation:VariableDeclarationFragment","SimpleName: closeConsumer [21574,21587]","SimpleName: rsp [23027,23030]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"InfixExpression:MethodInvocation","SimpleName: m_offsetManager [20195,20210]","SimpleName: offsetManager [20182,20195]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"MethodInvocation:VariableDeclarationFragment","SimpleName: requestInfo [20415,20426]","SimpleName: pori [21724,21728]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"MethodInvocation:SimpleType","SimpleName: TopicAndPartition [20441,20458]","SimpleName: response [24509,24517]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"InstanceofExpression:VariableDeclarationFragment","SimpleName: leaderBroker [21147,21159]","SimpleName: e [22385,22386]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"MethodInvocation:SimpleType","SimpleName: requestInfo [20507,20518]","SimpleName: Throwable [21882,21891]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"ClassInstanceCreation:MethodInvocation","SimpleName: leaderBroker [21470,21482]","SimpleName: m_groupId [22903,22912]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"ClassInstanceCreation:MethodInvocation","SimpleName: m_fetchSize [21519,21530]","SimpleName: LATEST_OFFSET [24587,24600]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"ClassInstanceCreation:MethodInvocation","SimpleName: whichTime [20575,20584]","SimpleName: partition [24533,24542]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"MethodInvocation:SingleVariableDeclaration","SimpleName: ex [22208,22210]","SimpleName: getClientTopicOffset [24805,24825]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"MethodInvocation:VariableDeclarationFragment","SimpleName: getAndSet [21417,21426]","SimpleName: version [22804,22811]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"EnhancedForStatement:PostfixExpression","SimpleName: i [18110,18111]","SimpleName: m_brokerList [18721,18733]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"MethodInvocation:VariableDeclarationFragment","SimpleName: m_currentOffset [24484,24499]","SimpleName: lastOffset [27904,27914]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"MethodDeclaration:VariableDeclarationFragment","SimpleName: oconsumer [21389,21398]","SimpleName: getClientTopicOffset [22755,22775]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"ClassInstanceCreation:VariableDeclarationFragment","SimpleName: requestInfo [20677,20688]","SimpleName: attempts [21928,21936]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"MethodInvocation:VariableDeclarationFragment","SimpleName: m_offsetManager [20307,20322]","SimpleName: earliest [24498,24506]","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf"
"MethodInvocation:VariableDeclarationFragment","SimpleName: getAsyncHelper [1640,1654]","SimpleName: status [1527,1533]","https://github.com/abarisain/dmix/commit/885771d57c97bd2dd48951e8aeaaa87ceb87532b"
"MethodInvocation:SimpleType","SimpleName: mApp [1635,1639]","SimpleName: MPDStatus [1517,1526]","https://github.com/abarisain/dmix/commit/885771d57c97bd2dd48951e8aeaaa87ceb87532b"
"MethodInvocation:SimpleType","SimpleName: SjmsEndpoint [2338,2350]","SimpleName: initialisedKeyFormatStrategy [3129,3157]","https://github.com/apache/camel/commit/ab1d1dd78fe53edb50c4ede447e4ac5a55ee2ac9"
"MethodDeclaration:TryStatement","Block [29173,29521]","Block [29518,29829]","https://github.com/apache/commons-lang/commit/d9a2c69a9d1db6072e1d7b7ea4fcbd5c15d20b5d"
"Assignment:MethodInvocation","SimpleName: hepPgmBldr [38445,38455]","SimpleName: mdProvider [37437,37447]","https://github.com/apache/hive/commit/999e0e3616525d77cf46c5865f9981b5a6b5609a"
"Assignment:MethodInvocation","SimpleName: hepPgmBldr [35880,35890]","SimpleName: hepPlan [35903,35910]","https://github.com/apache/hive/commit/999e0e3616525d77cf46c5865f9981b5a6b5609a"
"MethodInvocation:SimpleType","SimpleName: HepProgramBuilder [37125,37142]","SimpleName: mdProvider [36605,36615]","https://github.com/apache/hive/commit/999e0e3616525d77cf46c5865f9981b5a6b5609a"
"MethodInvocation:SimpleType","SimpleName: HepProgramBuilder [35897,35914]","SimpleName: calciteOptimizedPlan [35911,35931]","https://github.com/apache/hive/commit/999e0e3616525d77cf46c5865f9981b5a6b5609a"
"MethodInvocation:ReturnStatement","SimpleName: p [26237,26238]","SimpleName: f [26082,26083]","https://github.com/apache/pig/commit/92dce401344a28ff966ad4cf3dd969a676852315"
"IfStatement:MethodDeclaration","Block [25146,25292]","Block [25048,25126]","https://github.com/apache/pig/commit/92dce401344a28ff966ad4cf3dd969a676852315"
"MethodInvocation:SimpleType","SimpleName: Path [26146,26150]","SimpleName: f [26016,26017]","https://github.com/apache/pig/commit/92dce401344a28ff966ad4cf3dd969a676852315"
"IfStatement:MethodDeclaration","Block [2487,2608]","Block [2609,2800]","https://github.com/belaban/JGroups/commit/f1533756133dec84ce8218202585ac85904da7c9"
"MethodInvocation:SimpleType","SimpleName: toString [1986,1994]","SimpleName: IpAddress [2285,2294]","https://github.com/belaban/JGroups/commit/f1533756133dec84ce8218202585ac85904da7c9"
"InfixExpression:MethodInvocation","SimpleName: sourceAddressWithPort [2240,2261]","SimpleName: addr [2460,2464]","https://github.com/belaban/JGroups/commit/f1533756133dec84ce8218202585ac85904da7c9"
"SingleVariableDeclaration:VariableDeclarationFragment","SimpleName: sourceAddressWithoutPort [2017,2041]","SimpleName: sender [2295,2301]","https://github.com/belaban/JGroups/commit/f1533756133dec84ce8218202585ac85904da7c9"
"MethodInvocation:SingleVariableDeclaration","SimpleName: indexOf [2129,2136]","SimpleName: addr [2411,2415]","https://github.com/belaban/JGroups/commit/f1533756133dec84ce8218202585ac85904da7c9"
"MethodInvocation:SimpleType","SimpleName: sourceAddressWithPort [2107,2128]","SimpleName: InetSocketAddress [2393,2410]","https://github.com/belaban/JGroups/commit/f1533756133dec84ce8218202585ac85904da7c9"
"IfStatement:MethodDeclaration","Block [2183,2277]","Block [2303,2533]","https://github.com/belaban/JGroups/commit/f1533756133dec84ce8218202585ac85904da7c9"
"EnhancedForStatement:MethodDeclaration","SingleVariableDeclaration [2296,2309]","SingleVariableDeclaration [2567,2583]","https://github.com/belaban/JGroups/commit/f1533756133dec84ce8218202585ac85904da7c9"
"InfixExpression:MethodInvocation","SimpleName: sourceAddressWithPort [2044,2065]","SimpleName: sender [2338,2344]","https://github.com/belaban/JGroups/commit/f1533756133dec84ce8218202585ac85904da7c9"
"MethodDeclaration:VariableDeclarationFragment","SimpleName: sourceAddressWithPort [1958,1979]","SimpleName: isInMembersList [2269,2284]","https://github.com/belaban/JGroups/commit/f1533756133dec84ce8218202585ac85904da7c9"
"IfStatement:MethodDeclaration","Block [6255,6333]","Block [6608,7030]","https://github.com/checkstyle/checkstyle/commit/5a9b7249e3d092a78ac8e7d48aeeb62bf1c44e20"
"Assignment:MethodInvocation","SimpleName: opt [5869,5872]","SimpleName: conf [6164,6168]","https://github.com/deeplearning4j/deeplearning4j/commit/c50064efb325b0c94cc62788b4c8935b7c39ac40"
"Assignment:MethodInvocation","SimpleName: opt [6098,6101]","SimpleName: m [6169,6170]","https://github.com/deeplearning4j/deeplearning4j/commit/c50064efb325b0c94cc62788b4c8935b7c39ac40"
"CatchClause:MethodDeclaration","Block [5964,6219]","Block [6133,6292]","https://github.com/dropwizard/metrics/commit/4c6ab3d77cc67c7a91155d884077520dcf1509c6"
"MethodDeclaration:TryStatement","Block [3121,5274]","Block [3620,5805]","https://github.com/fabric8io/fabric8/commit/9e61a71540da58c3208fd2c7737f793c3f81e5ae"
"ConditionalExpression:ReturnStatement","SimpleName: added [38938,38943]","SimpleName: action [40577,40583]","https://github.com/fabric8io/fabric8/commit/e068eb7f484f24dee285d29b8a910d9019592020"
"Assignment:MethodInvocation","SimpleName: groupName [7725,7734]","SimpleName: session [7512,7519]","https://github.com/facebook/buck/commit/7e104c3ed4b80ec8e9b72356396f879d1067cc40"
"SimpleType:VariableDeclarationFragment","SimpleName: groupName [7653,7662]","SimpleName: IOException [7291,7302]","https://github.com/facebook/buck/commit/7e104c3ed4b80ec8e9b72356396f879d1067cc40"
"InfixExpression:MethodInvocation","SimpleName: index [7700,7705]","SimpleName: repoSys [7503,7510]","https://github.com/facebook/buck/commit/7e104c3ed4b80ec8e9b72356396f879d1067cc40"
"IfStatement:MethodDeclaration","Block [7713,7778]","Block [7303,7690]","https://github.com/facebook/buck/commit/7e104c3ed4b80ec8e9b72356396f879d1067cc40"
"Assignment:MethodInvocation","SimpleName: index [6918,6923]","SimpleName: getProjectName [6543,6557]","https://github.com/facebook/buck/commit/7e104c3ed4b80ec8e9b72356396f879d1067cc40"
"Assignment:MethodInvocation","SimpleName: index [7590,7595]","SimpleName: getProjectName [6950,6964]","https://github.com/facebook/buck/commit/7e104c3ed4b80ec8e9b72356396f879d1067cc40"
"InfixExpression:MethodInvocation","SimpleName: index [7757,7762]","SimpleName: project [7648,7655]","https://github.com/facebook/buck/commit/7e104c3ed4b80ec8e9b72356396f879d1067cc40"
"EnhancedForStatement:MethodDeclaration","Block [5514,8063]","Block [8719,8935]","https://github.com/facebook/buck/commit/7e104c3ed4b80ec8e9b72356396f879d1067cc40"
"EnhancedForStatement:MethodDeclaration","Block [7580,8057]","Block [8299,8608]","https://github.com/facebook/buck/commit/7e104c3ed4b80ec8e9b72356396f879d1067cc40"
"MethodInvocation:SimpleType","SimpleName: pathResolver [8804,8816]","SimpleName: Tool [8781,8785]","https://github.com/facebook/buck/commit/ecd0ad5ab99b8d14f28881cf4f49ec01f2221776"
"SingleVariableDeclaration:VariableDeclarationFragment","SimpleName: ruleCompilerFlags [18766,18783]","SimpleName: source [18372,18378]","https://github.com/facebook/buck/commit/ecd0ad5ab99b8d14f28881cf4f49ec01f2221776"
"SimpleType:VariableDeclarationFragment","SimpleName: platformCompilerFlags [18416,18437]","SimpleName: PicType [17444,17451]","https://github.com/facebook/buck/commit/ecd0ad5ab99b8d14f28881cf4f49ec01f2221776"
"MethodInvocation:SimpleType","SimpleName: dependencies [19370,19382]","SimpleName: Tool [19722,19726]","https://github.com/facebook/buck/commit/ecd0ad5ab99b8d14f28881cf4f49ec01f2221776"
"SingleVariableDeclaration:VariableDeclarationFragment","SimpleName: elementsByAnnotation [10332,10352]","SimpleName: validElements [11742,11755]","https://github.com/google/auto/commit/8fc60d81fe0e46e7e5c96e71d4a93fcadc6bde4f"
"MethodInvocation:SingleVariableDeclaration","SimpleName: deferredElementsBuilder [6627,6650]","SimpleName: roundEnv [8370,8378]","https://github.com/google/auto/commit/8fc60d81fe0e46e7e5c96e71d4a93fcadc6bde4f"
"SimpleType:VariableDeclarationFragment","SimpleName: nextBucket [9932,9942]","SimpleName: BiEntry [12082,12089]","https://github.com/google/guava/commit/5bab9e837cf273250aa26702204f139fdcfd9e7a"
"IfStatement:MethodDeclaration","Block [10323,10353]","Block [12245,12382]","https://github.com/google/guava/commit/5bab9e837cf273250aa26702204f139fdcfd9e7a"
"ArrayAccess:VariableDeclarationFragment","SimpleName: oldKToV [9106,9113]","SimpleName: firstInKeyInsertionOrder [11149,11173]","https://github.com/google/guava/commit/5bab9e837cf273250aa26702204f139fdcfd9e7a"
"MethodInvocation:VariableDeclarationFragment","SimpleName: nextEntry [9179,9188]","SimpleName: insert [11250,11256]","https://github.com/google/guava/commit/5bab9e837cf273250aa26702204f139fdcfd9e7a"
"MethodInvocation:SimpleType","SimpleName: checkForConcurrentModification [10919,10949]","SimpleName: ConcurrentModificationException [12735,12766]","https://github.com/google/guava/commit/5bab9e837cf273250aa26702204f139fdcfd9e7a"
"MethodDeclaration:SimpleType","SimpleName: iterable [23843,23851]","SimpleName: Comparator [26351,26361]","https://github.com/google/truth/commit/1768840bf1e69892fd2a23776817f620edfed536"
"MethodInvocation:SingleVariableDeclaration","SimpleName: Arrays [23882,23888]","SimpleName: b [26436,26437]","https://github.com/google/truth/commit/1768840bf1e69892fd2a23776817f620edfed536"
"MethodInvocation:VariableDeclarationFragment","SimpleName: values [3715,3721]","SimpleName: asList [3636,3642]","https://github.com/google/truth/commit/1768840bf1e69892fd2a23776817f620edfed536"
"MethodInvocation:VariableDeclarationFragment","SimpleName: iterable [9588,9596]","SimpleName: asList [9365,9371]","https://github.com/google/truth/commit/1768840bf1e69892fd2a23776817f620edfed536"
"MethodDeclaration:MethodInvocation","SimpleName: isPartiallyOrdered [17371,17389]","SimpleName: isOrdered [17303,17312]","https://github.com/google/truth/commit/200f1577d238a6d3fbcf99cb2a2585b2071214a6"
"IfStatement:MethodDeclaration","Block [5558,5615]","Block [6075,6241]","https://github.com/gradle/gradle/commit/3a7ccf5a252077332b9505acb22f190745f726f7"
"MethodDeclaration:SimpleType","SimpleName: setDeployment [5494,5507]","SimpleName: UnsupportedOperationException [5689,5718]","https://github.com/gradle/gradle/commit/3a7ccf5a252077332b9505acb22f190745f726f7"
"EnhancedForStatement:MethodDeclaration","SingleVariableDeclaration [5136,5155]","SingleVariableDeclaration [5114,5165]","https://github.com/hibernate/hibernate-orm/commit/2b89553db5081fe4e55b7b34d636d0ea2acf71c5"
"MethodInvocation:SimpleType","SimpleName: XClass [4784,4790]","SimpleName: categorizeAnnotatedClass [4830,4854]","https://github.com/hibernate/hibernate-orm/commit/2b89553db5081fe4e55b7b34d636d0ea2acf71c5"
"EnhancedForStatement:MethodDeclaration","Block [4719,5126]","Block [2661,5051]","https://github.com/hibernate/hibernate-orm/commit/2b89553db5081fe4e55b7b34d636d0ea2acf71c5"
"EnhancedForStatement:MethodDeclaration","Block [5190,5559]","Block [5167,5752]","https://github.com/hibernate/hibernate-orm/commit/2b89553db5081fe4e55b7b34d636d0ea2acf71c5"
"MethodInvocation:VariableDeclarationFragment","SimpleName: xClass [4791,4797]","SimpleName: annotatedClass [4856,4870]","https://github.com/hibernate/hibernate-orm/commit/2b89553db5081fe4e55b7b34d636d0ea2acf71c5"
"MethodInvocation:VariableDeclarationFragment","SimpleName: isPre [56257,56262]","SimpleName: event [56441,56446]","https://github.com/infinispan/infinispan/commit/03573a655bcbb77f7a76d8e22d851cc22796b4f8"
"IfStatement:MethodDeclaration","Block [54481,54524]","Block [54517,54566]","https://github.com/infinispan/infinispan/commit/03573a655bcbb77f7a76d8e22d851cc22796b4f8"
"MethodInvocation:SimpleType","SimpleName: LocalDateTime [25295,25308]","SimpleName: toLocalDateTime [34537,34552]","https://github.com/jOOQ/jOOQ/commit/58a4e74d28073e7c6f15d1f225ac1c2fd9aa4357"
"MethodInvocation:VariableDeclarationFragment","SimpleName: temporal [20517,20525]","SimpleName: millis [20586,20592]","https://github.com/jOOQ/jOOQ/commit/58a4e74d28073e7c6f15d1f225ac1c2fd9aa4357"
"EnhancedForStatement:MethodDeclaration","Block [6889,7020]","Block [6868,7037]","https://github.com/junit-team/junit5/commit/6b575f2ee5f02288a774ff0a85ce3a3e3cb6946f"
"MethodInvocation:SimpleType","SimpleName: BeforeEachMethodAdapter [7478,7501]","SimpleName: registry [7461,7469]","https://github.com/junit-team/junit5/commit/6b575f2ee5f02288a774ff0a85ce3a3e3cb6946f"
"FieldAccess:SimpleType","SimpleName: BeforeEach [7460,7470]","SimpleName: beforeEachMethods [7442,7459]","https://github.com/junit-team/junit5/commit/6b575f2ee5f02288a774ff0a85ce3a3e3cb6946f"
"CatchClause:MethodDeclaration","Block [6628,6691]","Block [6559,6725]","https://github.com/junit-team/junit5/commit/6b575f2ee5f02288a774ff0a85ce3a3e3cb6946f"
"MethodInvocation:SimpleType","SimpleName: AfterEachMethodAdapter [7741,7763]","SimpleName: registry [7646,7654]","https://github.com/junit-team/junit5/commit/6b575f2ee5f02288a774ff0a85ce3a3e3cb6946f"
"MethodDeclaration:TypeParameter","SimpleName: E [7852,7853]","SimpleName: registerMethodsAsExtensions [7715,7742]","https://github.com/junit-team/junit5/commit/6b575f2ee5f02288a774ff0a85ce3a3e3cb6946f"
"FieldAccess:SimpleType","SimpleName: AfterEach [7724,7733]","SimpleName: afterEachMethods [7628,7644]","https://github.com/junit-team/junit5/commit/6b575f2ee5f02288a774ff0a85ce3a3e3cb6946f"
"MethodInvocation:SimpleType","SimpleName: String [22670,22676]","SimpleName: entireMessageSent [22543,22560]","https://github.com/k9mail/k-9/commit/9d44f0e06232661259681d64002dd53c7c43099d"
"Assignment:MethodInvocation","SimpleName: startsWith [147766,147776]","SimpleName: wasPermanentFailure [147522,147541]","https://github.com/k9mail/k-9/commit/9d44f0e06232661259681d64002dd53c7c43099d"
"CatchClause:EnhancedForStatement","SingleVariableDeclaration [148300,148319]","SingleVariableDeclaration [148050,148061]","https://github.com/k9mail/k-9/commit/9d44f0e06232661259681d64002dd53c7c43099d"
"IfStatement:MethodInvocation","SimpleName: getRootCauseMessage [149201,149220]","SimpleName: wasPermanentFailure [148886,148905]","https://github.com/k9mail/k-9/commit/9d44f0e06232661259681d64002dd53c7c43099d"
"Assignment:MethodInvocation","SimpleName: getRootCauseMessage [147743,147762]","SimpleName: lastFailure [147481,147492]","https://github.com/k9mail/k-9/commit/9d44f0e06232661259681d64002dd53c7c43099d"
"Assignment:MethodInvocation","SimpleName: getListeners [148322,148334]","SimpleName: wasPermanentFailure [148130,148149]","https://github.com/k9mail/k-9/commit/9d44f0e06232661259681d64002dd53c7c43099d"
"IfStatement:MethodDeclaration","Block [6958,7031]","Block [10905,12477]","https://github.com/languagetool-org/languagetool/commit/01cddc5afb590b4d36cb784637a8ea8aa31d3561"
"IfStatement:MethodDeclaration","Block [12158,14823]","Block [8292,10819]","https://github.com/languagetool-org/languagetool/commit/01cddc5afb590b4d36cb784637a8ea8aa31d3561"
