"ParentTypesPair","First","Second","URL"
"MethodDeclaration:TryStatement","Block [9245,9872]","Block [8444,8979]","https://github.com/facebook/buck/commit/f26d234e8d3458f34454583c22e3bd5f4b2a5da8"
"IfStatement:MethodDeclaration","Block [54481,54524]","Block [54517,54566]","https://github.com/infinispan/infinispan/commit/03573a655bcbb77f7a76d8e22d851cc22796b4f8"
"IfStatement:MethodDeclaration","Block [24680,25860]","Block [40495,41378]","https://github.com/jOOQ/jOOQ/commit/58a4e74d28073e7c6f15d1f225ac1c2fd9aa4357"
"EnhancedForStatement:MethodDeclaration","Block [6889,7020]","Block [6868,7037]","https://github.com/junit-team/junit5/commit/6b575f2ee5f02288a774ff0a85ce3a3e3cb6946f"
"MethodDeclaration:TryStatement","Block [6502,6596]","Block [6559,6725]","https://github.com/junit-team/junit5/commit/6b575f2ee5f02288a774ff0a85ce3a3e3cb6946f"
"IfStatement:MethodDeclaration","Block [12158,14823]","Block [8292,10819]","https://github.com/languagetool-org/languagetool/commit/01cddc5afb590b4d36cb784637a8ea8aa31d3561"
"IfStatement:MethodDeclaration","Block [2340,2744]","Block [1760,2272]","https://github.com/lealone/Lealone/commit/7a2e0ae5f6172cbe34f9bc4a5cde666314ff75dd"
"IfStatement:MethodDeclaration","Block [1661,1955]","Block [4270,4528]","https://github.com/netty/netty/commit/9d347ffb91f34933edb7b1124f6b70c3fc52e220"
"IfStatement:MethodDeclaration","Block [14145,14935]","Block [14745,15429]","https://github.com/osmandapp/Osmand/commit/c45b9e6615181b7d8f4d7b5b1cc141169081c02c"
"EnhancedForStatement:MethodDeclaration","Block [6665,7155]","Block [9360,9874]","https://github.com/restlet/restlet-framework-java/commit/7ffe37983e2f09637b0c84d526a2f824de652de4"
"IfStatement:MethodDeclaration","Block [15139,16248]","Block [15548,16351]","https://github.com/robovm/robovm/commit/7837d0baf1aef45340eec699516a8c3a22aeb553"
"IfStatement:MethodDeclaration","Block [25937,26884]","Block [27976,28611]","https://github.com/spotify/helios/commit/3ffd70929c08be5cf14f156189e8050969caa87e"
"IfStatement:MethodDeclaration","Block [2039,2608]","Block [3511,4052]","https://github.com/spring-projects/spring-boot/commit/1cfc6f64f64353bc5530a8ce8cdacfc3eba3e7b2"
"IfStatement:MethodDeclaration","Block [5264,5369]","Block [3323,3416]","https://github.com/spring-projects/spring-security/commit/fcc9a34356817d93c24b5ccf3107ec234a28b136"
"IfStatement:MethodDeclaration","Block [7432,8875]","Block [11802,13041]","https://github.com/wildfly/wildfly/commit/d7675fb0b19d3d22978e79954f441eeefd74a3b2"
"IfStatement:MethodDeclaration","Block [9125,12400]","Block [8792,11671]","https://github.com/wildfly/wildfly/commit/d7675fb0b19d3d22978e79954f441eeefd74a3b2"
"MethodDeclaration:TryStatement","Block [2308,2379]","Block [2571,2605]","https://github.com/zeromq/jeromq/commit/02d3fa171d02c9d82c7bdcaeb739f47d0c0006a0"
