"ParentTypesPair","First","Second","URL"
"IfStatement:MethodDeclaration","Block [923,1104]","Block [1342,1383]","JacksonDatabind/commit/39"
"IfStatement:MethodDeclaration","Block [4639,5439]","Block [5487,5674]","JacksonDatabind/commit/44"
"IfStatement:MethodDeclaration","Block [1387,1696]","Block [1648,1707]","JacksonDatabind/commit/49"
"IfStatement:MethodDeclaration","Block [15520,16148]","Block [17891,18845]","JacksonDatabind/commit/53"
"IfStatement:MethodDeclaration","Block [13297,13597]","Block [13364,13438]","JacksonDatabind/commit/7"
"IfStatement:MethodDeclaration","Block [19821,19906]","Block [19707,20028]","JacksonDatabind/commit/79"
"IfStatement:MethodDeclaration","Block [4006,5912]","Block [3787,6136]","Jsoup/commit/52"
"MethodDeclaration:TryStatement","Block [986,1075]","Block [1000,1093]","Jsoup/commit/60"
"IfStatement:MethodDeclaration","Block [19270,19426]","Block [19450,19721]","JxPath/commit/19"
"IfStatement:MethodDeclaration","Block [3587,4041]","Block [3061,3896]","Lang/commit/17"
"IfStatement:MethodDeclaration","Block [20435,20490]","Block [20599,20807]","Lang/commit/32"
"IfStatement:MethodDeclaration","Block [3485,3537]","Block [20117,20184]","Lang/commit/32"
"MethodDeclaration:TryStatement","Block [3540,3660]","Block [3554,3678]","Math/commit/103"
"IfStatement:MethodDeclaration","Block [23175,23292]","Block [23500,23621]","Math/commit/13"
"IfStatement:MethodDeclaration","Block [10321,10438]","Block [10647,10768]","Math/commit/14"
"IfStatement:MethodDeclaration","Block [49345,49388]","Block [49380,49427]","Math/commit/17"
"MethodDeclaration:TryStatement","Block [4431,4550]","Block [4380,4643]","Math/commit/60"
"ForStatement:MethodDeclaration","Block [11105,11331]","Block [11004,11371]","Math/commit/87"
"IfStatement:MethodDeclaration","Block [3900,3960]","Block [3941,4005]","Math/commit/89"
"IfStatement:MethodDeclaration","Block [8364,8456]","Block [10986,11054]","Math/commit/92"
"IfStatement:MethodDeclaration","Block [1431,1475]","Block [1658,1706]","Mockito/commit/11"
"IfStatement:MethodDeclaration","Block [27848,27925]","Block [28059,28140]","Time/commit/3"
"IfStatement:MethodDeclaration","Block [31864,31945]","Block [32224,32309]","Time/commit/3"
"IfStatement:MethodDeclaration","Block [25082,25169]","Block [25185,25276]","Time/commit/3"
"IfStatement:MethodDeclaration","Block [25799,25880]","Block [25939,26024]","Time/commit/3"
"IfStatement:MethodDeclaration","Block [28532,28611]","Block [28779,28862]","Time/commit/3"
"IfStatement:MethodDeclaration","Block [30652,30735]","Block [30975,31062]","Time/commit/3"
"IfStatement:MethodDeclaration","Block [26521,26600]","Block [26697,26780]","Time/commit/3"
"IfStatement:MethodDeclaration","Block [29585,29668]","Block [29870,29957]","Time/commit/3"
"IfStatement:MethodDeclaration","Block [24391,24470]","Block [24454,24537]","Time/commit/3"
